term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0150014,0.00997122305027718,TRUE,1,1,1,GO:CC,apical distal dendrite,22090,3598,GO:0097440|GO:0150002,TRUE
HPA:0250142,0.0174729867624709,TRUE,7,1,1,HPA,hippocampus; neuronal projections[≥Medium],11006,389,HPA:0250141,FALSE
GO:0150001,0.0199424461006033,TRUE,2,1,1,GO:CC,primary dendrite,22090,3593,GO:0030425,TRUE
GO:0150002,0.0199424461006033,TRUE,2,1,1,GO:CC,distal dendrite,22090,3594,GO:0030425,FALSE
HPA:0250141,0.0224652686945985,TRUE,9,1,1,HPA,hippocampus; neuronal projections[≥Low],11006,388,HPA:0250000,FALSE
GO:0044307,0.0299136691508315,TRUE,3,1,1,GO:CC,dendritic branch,22090,2065,GO:0030425,TRUE
HPA:0250152,0.0299536915928021,TRUE,12,1,1,HPA,hippocampus; synapses[≥Medium],11006,392,HPA:0250151,FALSE
GO:1990769,0.0398848922011332,TRUE,4,1,1,GO:CC,proximal neuron projection,22090,4010,GO:0043005,TRUE
HPA:0250151,0.0399382554570634,TRUE,16,1,1,HPA,hippocampus; synapses[≥Low],11006,391,HPA:0250000,FALSE
GO:1902737,0.0498561152513859,TRUE,5,1,1,GO:CC,dendritic filopodium,22090,3664,GO:0030175|GO:0030425|GO:0043005,TRUE
