term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0070160,1.45968984021982e-34,TRUE,134,67,24,GO:CC,tight junction,22090,2444,GO:0005911,TRUE
GO:0005911,1.00363842556613e-33,TRUE,517,67,33,GO:CC,cell-cell junction,22090,441,GO:0070161,FALSE
GO:0005923,6.09620912592552e-33,TRUE,129,67,23,GO:CC,bicellular tight junction,22090,452,GO:0043296|GO:0070160,FALSE
GO:0043296,4.88311695146589e-31,TRUE,154,67,23,GO:CC,apical junction complex,22090,1908,GO:0005911,FALSE
GO:0070161,3.50555681958532e-27,TRUE,903,67,34,GO:CC,anchoring junction,22090,2445,GO:0030054,FALSE
GO:0045216,3.16042909857585e-26,TRUE,212,68,23,GO:BP,cell-cell junction organization,21010,11937,GO:0034330,TRUE
GO:0007043,7.2164848111623e-24,TRUE,156,68,20,GO:BP,cell-cell junction assembly,21010,2690,GO:0034329|GO:0045216,FALSE
GO:0035633,1.03658054199511e-20,TRUE,38,68,13,GO:BP,maintenance of blood-brain barrier,21010,9573,GO:0001894,TRUE
KEGG:04530,2.55013389125694e-20,TRUE,169,40,19,KEGG,Tight junction,8161,311,KEGG:00000,FALSE
GO:0070830,4.59106350088767e-19,TRUE,67,68,14,GO:BP,bicellular tight junction assembly,21010,17131,GO:0043297|GO:0120192,FALSE
GO:0120192,1.70965852662462e-18,TRUE,73,68,14,GO:BP,tight junction assembly,21010,20474,GO:0007043|GO:0120193,FALSE
GO:0043297,2.58005846150354e-18,TRUE,75,68,14,GO:BP,apical junction assembly,21010,11117,GO:0007043,FALSE
GO:0120193,5.67082322732838e-18,TRUE,79,68,14,GO:BP,tight junction organization,21010,20475,GO:0045216,FALSE
GO:0030054,1.05715520262098e-17,TRUE,2214,67,37,GO:CC,cell junction,22090,871,GO:0110165,FALSE
GO:0034329,5.81187238478089e-16,TRUE,447,68,21,GO:BP,cell junction assembly,21010,8963,GO:0022607|GO:0034330,FALSE
GO:0034330,8.18054047187676e-15,TRUE,755,68,24,GO:BP,cell junction organization,21010,8964,GO:0016043,FALSE
REAC:R-HSA-420029,1.88596920325321e-14,TRUE,30,50,10,REAC,Tight junction interactions,10835,2395,REAC:R-HSA-421270,FALSE
GO:0016338,2.85680707470381e-14,TRUE,23,68,9,GO:BP,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,21010,5302,GO:0098742,TRUE
WP:WP4905,5.56599434645606e-14,TRUE,29,51,10,WP,1q21.1 copy number variation syndrome,8625,834,WP:000000,FALSE
GO:0005921,1.62287539467659e-13,TRUE,34,67,9,GO:CC,gap junction,22090,450,GO:0005911,TRUE
KEGG:04670,2.61351252042877e-13,TRUE,114,40,13,KEGG,Leukocyte transendothelial migration,8161,337,KEGG:00000,FALSE
GO:0005922,3.80012359177543e-13,TRUE,22,67,8,GO:CC,connexin complex,22090,451,GO:0005921|GO:0098797,FALSE
KEGG:04514,4.30737230685977e-13,TRUE,153,40,14,KEGG,Cell adhesion molecules,8161,309,KEGG:00000,FALSE
GO:0005243,1.66594459615132e-12,TRUE,22,68,8,GO:MF,gap junction channel activity,20139,1374,GO:0022829,TRUE
GO:0110016,4.5621786416922e-12,TRUE,8,67,6,GO:CC,B-WICH complex,22090,3428,GO:0005730|GO:0070603,TRUE
GO:0022829,7.02532454134148e-11,TRUE,33,68,8,GO:MF,wide pore channel activity,20139,3796,GO:0015267,FALSE
REAC:R-HSA-421270,8.47831941348431e-11,TRUE,64,50,10,REAC,Cell-cell junction organization,10835,321,REAC:R-HSA-446728,FALSE
GO:0016327,1.06716052277985e-10,TRUE,23,67,7,GO:CC,apicolateral plasma membrane,22090,735,GO:0098590,TRUE
GO:0005845,2.76302303109048e-10,TRUE,13,67,6,GO:CC,mRNA cap binding complex,22090,391,GO:0034518,TRUE
CORUM:6194,3.30659330620066e-10,TRUE,8,21,6,CORUM,B-WICH complex,3383,1965,CORUM:0000000,FALSE
REAC:R-HSA-157858,3.86115399907997e-10,TRUE,50,50,9,REAC,Gap junction trafficking and regulation,10835,989,REAC:R-HSA-199991,FALSE
CORUM:6302,9.88199911195838e-10,TRUE,9,21,6,CORUM,B-WICH complex,3383,2042,CORUM:0000000,FALSE
REAC:R-HSA-190861,2.01492383498633e-09,TRUE,38,50,8,REAC,Gap junction assembly,10835,986,REAC:R-HSA-190828,FALSE
WP:WP4932,2.65824072003863e-09,TRUE,106,51,11,WP,7q11.23 copy number variation syndrome,8625,30,WP:000000,FALSE
REAC:R-HSA-446728,3.283750745455e-09,TRUE,91,50,10,REAC,Cell junction organization,10835,316,REAC:R-HSA-1500931,FALSE
REAC:R-HSA-1500931,3.75468418214885e-09,TRUE,127,50,11,REAC,Cell-Cell communication,10835,320,REAC:0000000,FALSE
GO:0061028,5.15148510344935e-09,TRUE,49,68,8,GO:BP,establishment of endothelial barrier,21010,15898,GO:0001885,TRUE
GO:0001894,8.71638226572872e-09,TRUE,281,68,13,GO:BP,tissue homeostasis,21010,530,GO:0048871|GO:0060249,FALSE
GO:0060249,8.71638226572872e-09,TRUE,281,68,13,GO:BP,anatomical structure homeostasis,21010,15198,GO:0048871,FALSE
GO:0016328,1.26288473431677e-08,TRUE,72,67,8,GO:CC,lateral plasma membrane,22090,736,GO:0005886|GO:0110165,TRUE
GO:0044291,1.58268416709903e-08,TRUE,74,67,8,GO:CC,cell-cell contact zone,22090,2049,GO:0005911,FALSE
GO:0034518,1.58733044968707e-08,TRUE,23,67,6,GO:CC,RNA cap binding complex,22090,1504,GO:0140535,FALSE
REAC:R-HSA-190828,1.7887524001837e-08,TRUE,49,50,8,REAC,Gap junction trafficking,10835,988,REAC:R-HSA-157858,FALSE
GO:0035066,2.66313652052188e-08,TRUE,18,68,6,GO:BP,positive regulation of histone acetylation,21010,9207,GO:0016573|GO:0035065|GO:1901875|GO:2000758,TRUE
GO:0045945,3.8824298317119e-08,TRUE,19,68,6,GO:BP,positive regulation of transcription by RNA polymerase III,21010,12355,GO:0006359|GO:0006383|GO:0045893,TRUE
GO:0001885,4.86667331019759e-08,TRUE,64,68,8,GO:BP,endothelial cell development,21010,523,GO:0002064|GO:0045446,FALSE
GO:2000810,5.53229747732876e-08,TRUE,20,68,6,GO:BP,regulation of bicellular tight junction assembly,21010,27157,GO:0070830|GO:1901888,FALSE
REAC:R-HSA-177243,5.63571233074312e-08,TRUE,34,50,7,REAC,Interactions of Rev with host cellular proteins,10835,1169,REAC:R-HSA-162909,FALSE
GO:0086075,5.82624346928268e-08,TRUE,4,68,4,GO:MF,gap junction channel activity involved in cardiac conduction electrical coupling,20139,9019,GO:1903763,FALSE
GO:0006913,6.51540421257546e-08,TRUE,330,68,13,GO:BP,nucleocytoplasmic transport,21010,2602,GO:0051169,TRUE
