term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
KEGG:04612,7.63729497299219e-39,TRUE,69,88,29,KEGG,Antigen processing and presentation,8161,316,KEGG:00000,FALSE
GO:0048002,4.61918942397084e-29,TRUE,67,112,21,GO:BP,antigen processing and presentation of peptide antigen,21010,13106,GO:0019882,TRUE
KEGG:05332,5.1834929310886e-29,TRUE,37,88,20,KEGG,Graft-versus-host disease,8161,480,KEGG:00000,FALSE
GO:0019882,4.02271186937048e-27,TRUE,114,112,23,GO:BP,antigen processing and presentation,21010,6352,GO:0002376,FALSE
GO:0042611,5.87324579195311e-27,TRUE,24,112,15,GO:CC,MHC protein complex,22090,1812,GO:0098797,TRUE
GO:0005615,2.98747281016459e-26,TRUE,3284,112,68,GO:CC,extracellular space,22090,232,GO:0005576|GO:0110165,TRUE
GO:0042277,1.80777814770025e-24,TRUE,297,108,28,GO:MF,peptide binding,20139,5614,GO:0033218,TRUE
GO:0032994,1.90571857902246e-24,TRUE,41,112,16,GO:CC,protein-lipid complex,22090,1346,GO:0032991,FALSE
GO:0002483,2.08521182008885e-23,TRUE,24,112,14,GO:BP,antigen processing and presentation of endogenous peptide antigen,21010,1020,GO:0019883|GO:0048002,FALSE
GO:0033218,6.33115631565327e-23,TRUE,376,108,29,GO:MF,amide binding,20139,4539,GO:0005488,FALSE
GO:0034358,6.55922666030889e-23,TRUE,38,112,15,GO:CC,plasma lipoprotein particle,22090,1470,GO:0005615|GO:1990777,FALSE
GO:1990777,6.55922666030889e-23,TRUE,38,112,15,GO:CC,lipoprotein particle,22090,4011,GO:0032994,FALSE
GO:0005576,1.68008825188632e-21,TRUE,4206,112,70,GO:CC,extracellular region,22090,198,GO:0110165,FALSE
GO:0019883,2.73453731344164e-21,TRUE,31,112,14,GO:BP,antigen processing and presentation of endogenous antigen,21010,6353,GO:0019882,FALSE
GO:0031982,2.96554799521245e-21,TRUE,3976,112,68,GO:CC,vesicle,22090,1231,GO:0043227,FALSE
GO:0034364,8.23654685204238e-21,TRUE,28,112,13,GO:CC,high-density lipoprotein particle,22090,1476,GO:0034358,FALSE
GO:0009986,1.45227114749793e-20,TRUE,955,112,37,GO:CC,cell surface,22090,663,GO:0110165,FALSE
GO:0034385,1.46351495765199e-20,TRUE,21,112,12,GO:CC,triglyceride-rich plasma lipoprotein particle,22090,1479,GO:0034358,FALSE
GO:0034361,1.46351495765199e-20,TRUE,21,112,12,GO:CC,very-low-density lipoprotein particle,22090,1473,GO:0034385,FALSE
GO:0002474,2.35088546409313e-20,TRUE,35,112,14,GO:BP,antigen processing and presentation of peptide antigen via MHC class I,21010,1011,GO:0048002,FALSE
GO:0030139,1.3592225581506e-19,TRUE,342,112,25,GO:CC,endocytic vesicle,22090,917,GO:0031410,TRUE
GO:0098553,2.54625570657016e-19,TRUE,25,112,12,GO:CC,lumenal side of endoplasmic reticulum membrane,22090,3196,GO:0005789|GO:0098576,FALSE
GO:0023023,2.66810101755674e-19,TRUE,32,108,13,GO:MF,MHC protein complex binding,20139,3841,GO:0044877,TRUE
GO:0019885,3.06062536967797e-19,TRUE,22,112,12,GO:BP,antigen processing and presentation of endogenous peptide antigen via MHC class I,21010,6355,GO:0002474|GO:0002483,FALSE
GO:0031410,3.34017078604872e-19,TRUE,2476,112,53,GO:CC,cytoplasmic vesicle,22090,1109,GO:0005737|GO:0097708,FALSE
GO:0097708,3.6669985115743e-19,TRUE,2481,112,53,GO:CC,intracellular vesicle,22090,3144,GO:0031982|GO:0043231,FALSE
GO:0002396,1.23942995959104e-18,TRUE,17,112,11,GO:BP,MHC protein complex assembly,21010,934,GO:0065003,FALSE
GO:0002501,1.23942995959104e-18,TRUE,17,112,11,GO:BP,peptide antigen assembly with MHC protein complex,21010,1038,GO:0002396|GO:0048002|GO:0065003,FALSE
GO:0005102,1.54316567871318e-18,TRUE,1484,108,43,GO:MF,signaling receptor binding,20139,1280,GO:0005515,TRUE
GO:0042605,1.7439386094277e-18,TRUE,36,108,13,GO:MF,peptide antigen binding,20139,5657,GO:0003823|GO:0042277,FALSE
GO:0030666,2.92218694167437e-18,TRUE,194,112,20,GO:CC,endocytic vesicle membrane,22090,957,GO:0030139|GO:0030659|GO:0098588,FALSE
GO:0001914,3.28515951346238e-18,TRUE,47,112,14,GO:BP,regulation of T cell mediated cytotoxicity,21010,542,GO:0001910|GO:0001913|GO:0002709,TRUE
GO:0001912,8.65169219857354e-18,TRUE,65,112,15,GO:BP,positive regulation of leukocyte mediated cytotoxicity,21010,540,GO:0001909|GO:0001910|GO:0002705|GO:0031343,TRUE
KEGG:05330,9.58992125234308e-18,TRUE,34,88,14,KEGG,Allograft rejection,8161,479,KEGG:00000,FALSE
GO:0002376,3.57460920110435e-17,TRUE,2730,112,55,GO:BP,immune system process,21010,920,GO:0008150,FALSE
GO:0098576,3.91808306260638e-17,TRUE,35,112,12,GO:CC,lumenal side of membrane,22090,3217,GO:0031090|GO:0098552,FALSE
GO:0001913,4.04244257478276e-17,TRUE,55,112,14,GO:BP,T cell mediated cytotoxicity,21010,541,GO:0001909|GO:0002456,FALSE
GO:0001910,4.51263463376593e-17,TRUE,91,112,16,GO:BP,regulation of leukocyte mediated cytotoxicity,21010,538,GO:0001909|GO:0002703|GO:0031341,FALSE
GO:0031343,4.67608472945956e-17,TRUE,72,112,15,GO:BP,positive regulation of cell killing,21010,7480,GO:0001906|GO:0031341|GO:0048522,FALSE
KEGG:04940,1.51907092179005e-16,TRUE,40,88,14,KEGG,Type I diabetes mellitus,8161,387,KEGG:00000,FALSE
