term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0016010,1.90120548173457e-41,TRUE,18,18,14,GO:CC,dystrophin-associated glycoprotein complex,22090,717,GO:0090665|GO:0098797,TRUE
GO:0090665,5.07298207943568e-39,TRUE,23,18,14,GO:CC,glycoprotein complex,22090,2880,GO:0032991,FALSE
GO:0042383,2.88256742583411e-26,TRUE,137,18,14,GO:CC,sarcolemma,22090,1784,GO:0005886,TRUE
WP:WP5406,1.92807598010074e-20,TRUE,33,14,10,WP,13q12.12 copy number variation,8625,815,WP:000000,FALSE
GO:0016011,1.2315233738491e-16,TRUE,7,18,6,GO:CC,dystroglycan complex,22090,718,GO:0016010|GO:0098797,FALSE
GO:0098797,5.0768817370731e-16,TRUE,715,18,14,GO:CC,plasma membrane protein complex,22090,3266,GO:0005886|GO:0098796,FALSE
KEGG:05416,1.37053088913822e-15,TRUE,56,9,8,KEGG,Viral myocarditis,8161,486,KEGG:00000,FALSE
KEGG:05412,2.02552311585783e-14,TRUE,77,9,8,KEGG,Arrhythmogenic right ventricular cardiomyopathy,8161,483,KEGG:00000,FALSE
KEGG:05410,7.45103671259863e-14,TRUE,90,9,8,KEGG,Hypertrophic cardiomyopathy,8161,482,KEGG:00000,FALSE
KEGG:05414,1.16774327278414e-13,TRUE,95,9,8,KEGG,Dilated cardiomyopathy,8161,484,KEGG:00000,FALSE
GO:0016012,1.79324304826822e-13,TRUE,6,18,5,GO:CC,sarcoglycan complex,22090,719,GO:0016011|GO:0098797,FALSE
GO:0098796,3.78947188126316e-12,TRUE,1357,18,14,GO:CC,membrane protein complex,22090,3265,GO:0016020|GO:0032991,FALSE
CORUM:343,3.121558689407e-11,TRUE,5,11,5,CORUM,Sarcoglycan-sarcospan complex SG-SPN,3383,200,CORUM:0000000,FALSE
GO:0016013,4.71726228308292e-11,TRUE,4,18,4,GO:CC,syntrophin complex,22090,720,GO:0016010|GO:0098797,FALSE
WP:WP2118,1.09947927881042e-09,TRUE,74,14,7,WP,Arrhythmogenic right ventricular cardiomyopathy,8625,268,WP:000000,FALSE
WP:WP4298,2.99198041922556e-09,TRUE,85,14,7,WP,Acute viral myocarditis,8625,398,WP:000000,FALSE
GO:0007517,3.14021843782747e-09,TRUE,354,17,9,GO:BP,muscle organ development,21010,3052,GO:0048513|GO:0061061,TRUE
