term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0032983,5.02739986897123e-18,TRUE,5,5,5,GO:CC,kainate selective glutamate receptor complex,22090,1342,GO:0008328|GO:0034705|GO:0034706,TRUE
GO:0015277,7.27743036136273e-18,TRUE,5,5,5,GO:MF,kainate selective glutamate receptor activity,20139,2459,GO:0004970|GO:0005267|GO:0005272|GO:0099094,TRUE
REAC:R-HSA-451306,3.897936375016e-14,TRUE,10,5,5,REAC,Ionotropic activity of kainate receptors,10835,1224,REAC:R-HSA-451326,FALSE
REAC:R-HSA-451308,3.897936375016e-14,TRUE,10,5,5,REAC,Activation of Ca-permeable Kainate Receptor,10835,78,REAC:R-HSA-451306,FALSE
GO:0004970,8.46219602419258e-14,TRUE,19,5,5,GO:MF,ionotropic glutamate receptor activity,20139,1212,GO:0008066|GO:0022824,FALSE
GO:0034706,2.67105755038443e-13,TRUE,25,5,5,GO:CC,sodium channel complex,22090,1543,GO:0034703,FALSE
GO:0008066,5.8750695307281e-13,TRUE,27,5,5,GO:MF,glutamate receptor activity,20139,1538,GO:0004888,FALSE
GO:0035235,1.00523088839649e-12,TRUE,24,5,5,GO:BP,ionotropic glutamate receptor signaling pathway,21010,9342,GO:0007215|GO:1990806,TRUE
GO:0008328,3.7675234070073e-12,TRUE,41,5,5,GO:CC,ionotropic glutamate receptor complex,22090,509,GO:0034702|GO:0098878,FALSE
GO:1990806,5.61305943272325e-12,TRUE,33,5,5,GO:BP,ligand-gated ion channel signaling pathway,21010,26356,GO:0007165,FALSE
GO:0098878,6.89132847999177e-12,TRUE,46,5,5,GO:CC,neurotransmitter receptor complex,22090,3304,GO:0098802,FALSE
GO:0005272,7.00523991098704e-12,TRUE,43,5,5,GO:MF,sodium channel activity,20139,1390,GO:0005261|GO:0015081,FALSE
GO:1904315,1.38772155171968e-11,TRUE,49,5,5,GO:MF,transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential,20139,11026,GO:0022824|GO:0099529,FALSE
GO:0099529,1.70951205646628e-11,TRUE,51,5,5,GO:MF,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,20139,9297,GO:0098960,FALSE
REAC:R-HSA-451326,2.20428302007155e-11,TRUE,30,5,5,REAC,Activation of kainate receptors upon glutamate binding,10835,99,REAC:R-HSA-112314,FALSE
GO:0022835,3.97457732477468e-11,TRUE,60,5,5,GO:MF,transmitter-gated channel activity,20139,3800,GO:0022834|GO:0030594,FALSE
GO:0022824,3.97457732477468e-11,TRUE,60,5,5,GO:MF,transmitter-gated monoatomic ion channel activity,20139,3794,GO:0005230|GO:0022835,FALSE
GO:0007215,5.01092367094613e-11,TRUE,50,5,5,GO:BP,glutamate receptor signaling pathway,21010,2818,GO:0007166,FALSE
GO:0098960,6.50378711645126e-11,TRUE,66,5,5,GO:MF,postsynaptic neurotransmitter receptor activity,20139,9266,GO:0030594,FALSE
GO:0005230,1.17230408217627e-10,TRUE,74,5,5,GO:MF,extracellular ligand-gated monoatomic ion channel activity,20139,1369,GO:0015276,FALSE
GO:0099507,1.99927480851541e-10,TRUE,15,5,4,GO:MF,ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential,20139,9290,GO:0015276,FALSE
GO:0034705,3.59575444774008e-10,TRUE,99,5,5,GO:CC,potassium channel complex,22090,1542,GO:0034703,FALSE
GO:0098839,3.98214034234376e-10,TRUE,101,5,5,GO:CC,postsynaptic density membrane,22090,3285,GO:0014069|GO:0099634,TRUE
GO:0030594,5.20504699685719e-10,TRUE,99,5,5,GO:MF,neurotransmitter receptor activity,20139,3990,GO:0038023,FALSE
GO:0099094,8.5020960644091e-10,TRUE,109,5,5,GO:MF,ligand-gated monoatomic cation channel activity,20139,9272,GO:0005261|GO:0015276,FALSE
GO:0099634,1.13191920115646e-09,TRUE,124,5,5,GO:CC,postsynaptic specialization membrane,22090,3388,GO:0045211|GO:0097060|GO:0099572,FALSE
GO:0005267,1.63851362051915e-09,TRUE,124,5,5,GO:MF,potassium channel activity,20139,1389,GO:0005261|GO:0015079,FALSE
GO:0035249,2.76301963690842e-09,TRUE,109,5,5,GO:BP,"synaptic transmission, glutamatergic",21010,9347,GO:0007268,TRUE
GO:0015276,3.75408882531659e-09,TRUE,146,5,5,GO:MF,ligand-gated monoatomic ion channel activity,20139,2458,GO:0022834|GO:0022839,FALSE
GO:0022834,3.88627505156014e-09,TRUE,147,5,5,GO:MF,ligand-gated channel activity,20139,3799,GO:0022836,FALSE
GO:0042734,4.67363195586824e-09,TRUE,164,5,5,GO:CC,presynaptic membrane,22090,1838,GO:0097060|GO:0098793,FALSE
GO:0015081,5.42456494181511e-09,TRUE,157,5,5,GO:MF,sodium ion transmembrane transporter activity,20139,2308,GO:0046873|GO:1901702,FALSE
GO:0015079,5.97028766245396e-09,TRUE,160,5,5,GO:MF,potassium ion transmembrane transporter activity,20139,2306,GO:0046873|GO:1901702,FALSE
GO:0060078,1.09809801495732e-08,TRUE,143,5,5,GO:BP,regulation of postsynaptic membrane potential,21010,15067,GO:0042391,TRUE
GO:0099505,1.36012536892922e-08,TRUE,30,5,4,GO:BP,regulation of presynaptic membrane potential,21010,20002,GO:0042391,FALSE
GO:0034703,1.5166306051063e-08,TRUE,207,5,5,GO:CC,cation channel complex,22090,1540,GO:0034702,FALSE
KEGG:04724,2.29824586537661e-08,TRUE,114,5,5,KEGG,Glutamatergic synapse,8161,348,KEGG:00000,FALSE
GO:0045211,6.23702309741782e-08,TRUE,274,5,5,GO:CC,postsynaptic membrane,22090,2146,GO:0097060|GO:0098794,FALSE
WP:WP5083,9.22246964595577e-08,TRUE,140,5,5,WP,Neuroinflammation and glutamatergic signaling,8625,20,WP:000000,FALSE
GO:0098802,1.0523812186133e-07,TRUE,304,5,5,GO:CC,plasma membrane signaling receptor complex,22090,3270,GO:0043235|GO:0098797,FALSE
GO:0034702,1.19935584570852e-07,TRUE,312,5,5,GO:CC,monoatomic ion channel complex,22090,1539,GO:1902495,FALSE
GO:0014069,1.42779636264865e-07,TRUE,323,5,5,GO:CC,postsynaptic density,22090,696,GO:0032279|GO:0099572,FALSE
GO:0032279,1.8209271329489e-07,TRUE,339,5,5,GO:CC,asymmetric synapse,22090,1285,GO:0098984,FALSE
GO:0022839,2.19883711264176e-07,TRUE,327,5,5,GO:MF,monoatomic ion gated channel activity,20139,3802,GO:0005216|GO:0022836,FALSE
GO:0099572,2.20031408395863e-07,TRUE,352,5,5,GO:CC,postsynaptic specialization,22090,3382,GO:0043226|GO:0098794,FALSE
GO:0022836,2.30221482671656e-07,TRUE,330,5,5,GO:MF,gated channel activity,20139,3801,GO:0015267,FALSE
GO:0005261,2.44606238917757e-07,TRUE,334,5,5,GO:MF,monoatomic cation channel activity,20139,1387,GO:0005216|GO:0008324,FALSE
GO:0098984,2.86601240748376e-07,TRUE,371,5,5,GO:CC,neuron to neuron synapse,22090,3329,GO:0045202,FALSE
REAC:R-HSA-112314,3.54163588574795e-07,TRUE,196,5,5,REAC,Neurotransmitter receptors and postsynaptic signal transmission,10835,1516,REAC:R-HSA-112315,FALSE
GO:0097060,3.77981846077016e-07,TRUE,392,5,5,GO:CC,synaptic membrane,22090,2905,GO:0045202|GO:0098590,FALSE
GO:1902495,4.73641724905603e-07,TRUE,410,5,5,GO:CC,transmembrane transporter complex,22090,3632,GO:0098796|GO:1990351,FALSE
GO:1990351,6.45058797050206e-07,TRUE,436,5,5,GO:CC,transporter complex,22090,3879,GO:0032991,FALSE
GO:0046873,1.01152959568874e-06,TRUE,443,5,5,GO:MF,metal ion transmembrane transporter activity,20139,6275,GO:0008324|GO:0022890,FALSE
GO:0005216,1.02305043390843e-06,TRUE,444,5,5,GO:MF,monoatomic ion channel activity,20139,1358,GO:0015075|GO:0015267,FALSE
REAC:R-HSA-112315,1.44505939625119e-06,TRUE,259,5,5,REAC,Transmission across Chemical Synapses,10835,2461,REAC:R-HSA-112316,FALSE
GO:0043235,1.48847230247418e-06,TRUE,515,5,5,GO:CC,receptor complex,22090,1890,GO:0032991,FALSE
GO:0015267,1.97215454990834e-06,TRUE,506,5,5,GO:MF,channel activity,20139,2452,GO:0022803,FALSE
GO:0022803,1.99179752351301e-06,TRUE,507,5,5,GO:MF,passive transmembrane transporter activity,20139,3787,GO:0022857,FALSE
GO:0098793,2.28672675816939e-06,TRUE,561,5,5,GO:CC,presynapse,22090,3263,GO:0045202|GO:0110165,FALSE
GO:0042391,2.89724558534396e-06,TRUE,432,5,5,GO:BP,regulation of membrane potential,21010,10641,GO:0065008,FALSE
GO:0022890,3.64892054792541e-06,TRUE,572,5,5,GO:MF,inorganic cation transmembrane transporter activity,20139,3837,GO:0015318,FALSE
GO:1901702,4.01486587513036e-06,TRUE,583,5,5,GO:MF,salt transmembrane transporter activity,20139,10973,GO:0022857,FALSE
GO:0098794,4.56911464594937e-06,TRUE,644,5,5,GO:CC,postsynapse,22090,3264,GO:0045202|GO:0110165,FALSE
