AOid_source	AOPid_target	AOid	AOtitle	AOPid	AOPtitle	index
https://identifiers.org/aop.events/1016	https://identifiers.org/aop/471	https://identifiers.org/aop.events/1016	Inhibition, Feeding	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp	NA
https://identifiers.org/aop.events/1053	https://identifiers.org/aop/165	https://identifiers.org/aop.events/1053	Promotion, ovarian adenomas	https://identifiers.org/aop/165	Antiestrogen activity leading to ovarian adenomas and granular cell tumors in the mouse	NA
https://identifiers.org/aop.events/1053	https://identifiers.org/aop/440	https://identifiers.org/aop.events/1053	Promotion, ovarian adenomas	https://identifiers.org/aop/440	Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia	NA
https://identifiers.org/aop.events/1054	https://identifiers.org/aop/165	https://identifiers.org/aop.events/1054	Promotion, ovarian granular cell tumors	https://identifiers.org/aop/165	Antiestrogen activity leading to ovarian adenomas and granular cell tumors in the mouse	NA
https://identifiers.org/aop.events/1090	https://identifiers.org/aop/409	https://identifiers.org/aop.events/1090	Increased, mesotheliomas	https://identifiers.org/aop/409	Frustrated phagocytosis leads to malignant mesothelioma	NA
https://identifiers.org/aop.events/1101	https://identifiers.org/aop/193	https://identifiers.org/aop.events/1101	Altered, Amphibian metamorphosis	https://identifiers.org/aop/193	Dual oxidase (DUOX) inhibition leading to altered amphibian metamorphosis	NA
https://identifiers.org/aop.events/1101	https://identifiers.org/aop/176	https://identifiers.org/aop.events/1101	Altered, Amphibian metamorphosis	https://identifiers.org/aop/176	Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis	NA
https://identifiers.org/aop.events/1101	https://identifiers.org/aop/366	https://identifiers.org/aop.events/1101	Altered, Amphibian metamorphosis	https://identifiers.org/aop/366	Competitive binding to thyroid hormone carrier protein transthyretin (TTR) leading to altered amphibian metamorphosis 	NA
https://identifiers.org/aop.events/1101	https://identifiers.org/aop/188	https://identifiers.org/aop.events/1101	Altered, Amphibian metamorphosis	https://identifiers.org/aop/188	Iodotyrosine deiodinase (IYD) inhibition leading to altered amphibian metamorphosis	NA
https://identifiers.org/aop.events/1101	https://identifiers.org/aop/367	https://identifiers.org/aop.events/1101	Altered, Amphibian metamorphosis	https://identifiers.org/aop/367	Competitive binding to thyroid hormone carrier protein thyroid binding globulin (TBG) leading to altered amphibian metamorphosis	NA
https://identifiers.org/aop.events/1101	https://identifiers.org/aop/175	https://identifiers.org/aop.events/1101	Altered, Amphibian metamorphosis	https://identifiers.org/aop/175	Thyroperoxidase inhibition leading to altered amphibian metamorphosis	NA
https://identifiers.org/aop.events/1101	https://identifiers.org/aop/192	https://identifiers.org/aop.events/1101	Altered, Amphibian metamorphosis	https://identifiers.org/aop/192	Pendrin inhibition leading to altered amphibian metamorphosis	NA
https://identifiers.org/aop.events/1101	https://identifiers.org/aop/194	https://identifiers.org/aop.events/1101	Altered, Amphibian metamorphosis	https://identifiers.org/aop/194	Hepatic nuclear receptor activation leading to altered amphibian metamorphosis	NA
https://identifiers.org/aop.events/1141	https://identifiers.org/aop/473	https://identifiers.org/aop.events/1141	Decreased, Reproductive Success	https://identifiers.org/aop/473	Energy deposition from internalized Ra-226 decay lower oxygen binding capacity of hemocyanin	NA
https://identifiers.org/aop.events/1192	https://identifiers.org/aop/294	https://identifiers.org/aop.events/1192	Increased, Ductal Hyperplasia 	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer	NA
https://identifiers.org/aop.events/1192	https://identifiers.org/aop/293	https://identifiers.org/aop.events/1192	Increased, Ductal Hyperplasia 	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer	NA
https://identifiers.org/aop.events/1193	https://identifiers.org/aop/200	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	https://identifiers.org/aop/200	Estrogen receptor activation leading to breast cancer  	NA
https://identifiers.org/aop.events/1193	https://identifiers.org/aop/439	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	https://identifiers.org/aop/439	Activation of the AhR leading to breast cancer 	NA
https://identifiers.org/aop.events/1193	https://identifiers.org/aop/294	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer	NA
https://identifiers.org/aop.events/1193	https://identifiers.org/aop/293	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer	NA
https://identifiers.org/aop.events/1194	https://identifiers.org/aop/294	https://identifiers.org/aop.events/1194	Increase, DNA damage	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer	NA
https://identifiers.org/aop.events/1250	https://identifiers.org/aop/411	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/411	Oxidative stress Leading to Decreased Lung Function 	NA
https://identifiers.org/aop.events/1250	https://identifiers.org/aop/425	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/425	Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1	NA
https://identifiers.org/aop.events/1250	https://identifiers.org/aop/424	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/424	Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction	NA
https://identifiers.org/aop.events/1250	https://identifiers.org/aop/419	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/419	Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway	NA
https://identifiers.org/aop.events/1250	https://identifiers.org/aop/148	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/148	EGFR Activation Leading to Decreased Lung Function	NA
https://identifiers.org/aop.events/1254	https://identifiers.org/aop/202	https://identifiers.org/aop.events/1254	Infant leukaemia	https://identifiers.org/aop/202	 Inhibitor binding to topoisomerase II leading to infant leukaemia	NA
https://identifiers.org/aop.events/1262	https://identifiers.org/aop/205	https://identifiers.org/aop.events/1262	Apoptosis	https://identifiers.org/aop/205	AOP from chemical insult to cell death	NA
https://identifiers.org/aop.events/1263	https://identifiers.org/aop/205	https://identifiers.org/aop.events/1263	Necrosis	https://identifiers.org/aop/205	AOP from chemical insult to cell death	NA
https://identifiers.org/aop.events/1276	https://identifiers.org/aop/319	https://identifiers.org/aop.events/1276	Lung fibrosis	https://identifiers.org/aop/319	Binding to ACE2 leading to lung fibrosis	NA
https://identifiers.org/aop.events/1276	https://identifiers.org/aop/206	https://identifiers.org/aop.events/1276	Lung fibrosis	https://identifiers.org/aop/206	Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis	NA
https://identifiers.org/aop.events/1276	https://identifiers.org/aop/382	https://identifiers.org/aop.events/1276	Lung fibrosis	https://identifiers.org/aop/382	Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis	NA
https://identifiers.org/aop.events/1276	https://identifiers.org/aop/415	https://identifiers.org/aop.events/1276	Lung fibrosis	https://identifiers.org/aop/415	Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway	NA
https://identifiers.org/aop.events/1277	https://identifiers.org/aop/207	https://identifiers.org/aop.events/1277	Reproductive failure	https://identifiers.org/aop/207	NADPH oxidase and P38 MAPK activation leading to reproductive failure in Caenorhabditis elegans	NA
https://identifiers.org/aop.events/1277	https://identifiers.org/aop/210	https://identifiers.org/aop.events/1277	Reproductive failure	https://identifiers.org/aop/210	Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building	NA
https://identifiers.org/aop.events/1343	https://identifiers.org/aop/214	https://identifiers.org/aop.events/1343	Increase, hypertension	https://identifiers.org/aop/214	Network of SSRIs (selective serotonin reuptake inhibitors)	NA
https://identifiers.org/aop.events/1344	https://identifiers.org/aop/214	https://identifiers.org/aop.events/1344	Increased, seizure	https://identifiers.org/aop/214	Network of SSRIs (selective serotonin reuptake inhibitors)	NA
https://identifiers.org/aop.events/1345	https://identifiers.org/aop/214	https://identifiers.org/aop.events/1345	Increased, agitation	https://identifiers.org/aop/214	Network of SSRIs (selective serotonin reuptake inhibitors)	NA
https://identifiers.org/aop.events/1346	https://identifiers.org/aop/214	https://identifiers.org/aop.events/1346	Increased, depression	https://identifiers.org/aop/214	Network of SSRIs (selective serotonin reuptake inhibitors)	NA
https://identifiers.org/aop.events/1348	https://identifiers.org/aop/471	https://identifiers.org/aop.events/1348	Increase, seizure	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp	NA
https://identifiers.org/aop.events/1363	https://identifiers.org/aop/471	https://identifiers.org/aop.events/1363	Increased, epilepsy	https://identifiers.org/aop/471	Various neuronal effects induced by elavl3, sox10, and mbp	NA
https://identifiers.org/aop.events/1395	https://identifiers.org/aop/220	https://identifiers.org/aop.events/1395	Liver Cancer	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer	NA
https://identifiers.org/aop.events/1443	https://identifiers.org/aop/237	https://identifiers.org/aop.events/1443	Atherosclerosis	https://identifiers.org/aop/237	Substance interaction with lung resident cell membrane components leading to atherosclerosis	NA
https://identifiers.org/aop.events/1458	https://identifiers.org/aop/173	https://identifiers.org/aop.events/1458	Pulmonary fibrosis	https://identifiers.org/aop/173	Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis	NA
https://identifiers.org/aop.events/1458	https://identifiers.org/aop/347	https://identifiers.org/aop.events/1458	Pulmonary fibrosis	https://identifiers.org/aop/347	Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis	NA
https://identifiers.org/aop.events/1458	https://identifiers.org/aop/241	https://identifiers.org/aop.events/1458	Pulmonary fibrosis	https://identifiers.org/aop/241	Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis	NA
https://identifiers.org/aop.events/1506	https://identifiers.org/aop/212	https://identifiers.org/aop.events/1506	Testicular atrophy	https://identifiers.org/aop/212	Histone deacetylase inhibition leading to testicular atrophy	NA
https://identifiers.org/aop.events/1514	https://identifiers.org/aop/260	https://identifiers.org/aop.events/1514	Neurodegeneration	https://identifiers.org/aop/260	CYP2E1 activation and formation of protein adducts leading to neurodegeneration	NA
