term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0005868,6.31197409478286e-30,TRUE,23,79,15,GO:CC,cytoplasmic dynein complex,22090,408,GO:0030286,TRUE
KEGG:04136,8.54154385929988e-30,TRUE,32,60,18,KEGG,Autophagy - other,8161,268,KEGG:00000,FALSE
KEGG:04140,4.83610199277899e-29,TRUE,141,60,26,KEGG,Autophagy - animal,8161,272,KEGG:00000,FALSE
REAC:R-HSA-1632852,1.79447326174475e-28,TRUE,134,52,23,REAC,Macroautophagy,10835,1326,REAC:R-HSA-9612973,FALSE
REAC:R-HSA-9612973,2.45133989961815e-27,TRUE,149,52,23,REAC,Autophagy,10835,187,REAC:0000000,FALSE
GO:0000045,3.86222446866994e-24,TRUE,107,77,19,GO:BP,autophagosome assembly,21010,18,GO:0070925|GO:1905037,TRUE
WP:WP4532,6.44199226839395e-24,TRUE,27,65,15,WP,Intraflagellar transport proteins binding to dynein,8625,21,WP:000000,FALSE
GO:0000159,8.99078597977911e-24,TRUE,18,79,12,GO:CC,protein phosphatase type 2A complex,22090,26,GO:0008287,TRUE
GO:1905037,1.41185433414094e-23,TRUE,114,77,19,GO:BP,autophagosome organization,21010,25317,GO:0007033|GO:0016236,FALSE
GO:0005875,2.02849894289718e-23,TRUE,159,79,20,GO:CC,microtubule associated complex,22090,415,GO:0015630|GO:0032991,FALSE
GO:0030286,1.02389309991866e-22,TRUE,54,79,15,GO:CC,dynein complex,22090,926,GO:0005875|GO:1902494,FALSE
GO:0006914,1.46048929184794e-22,TRUE,571,77,29,GO:BP,autophagy,21010,2603,GO:0044248|GO:0061919,FALSE
GO:0061919,1.46048929184794e-22,TRUE,571,77,29,GO:BP,process utilizing autophagic mechanism,21010,16513,GO:0009987,FALSE
GO:0016236,7.00400901806254e-22,TRUE,324,77,24,GO:BP,macroautophagy,21010,5266,GO:0006914,FALSE
GO:0005776,7.31717330497731e-21,TRUE,115,79,17,GO:CC,autophagosome,22090,343,GO:0005773,TRUE
GO:1902494,7.7119760769319e-21,TRUE,1781,79,40,GO:CC,catalytic complex,22090,3631,GO:0032991,FALSE
CORUM:6236,5.40405094024767e-20,TRUE,12,32,11,CORUM,"Dynein-2 complex, cytoplasmic",3383,1994,CORUM:0000000,FALSE
GO:0006996,1.53905844038939e-19,TRUE,3562,77,52,GO:BP,organelle organization,21010,2654,GO:0016043,FALSE
GO:0007033,7.42911079530855e-18,TRUE,222,77,19,GO:BP,vacuole organization,21010,2681,GO:0006996,FALSE
GO:0070925,3.05736953973385e-17,TRUE,973,77,30,GO:BP,organelle assembly,21010,17178,GO:0006996|GO:0022607,FALSE
REAC:R-HSA-141444,3.36504522564873e-17,TRUE,92,52,15,REAC,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,10835,138,REAC:R-HSA-141424,FALSE
REAC:R-HSA-141424,3.36504522564873e-17,TRUE,92,52,15,REAC,Amplification of signal from the kinetochores,10835,139,REAC:R-HSA-69618,FALSE
GO:0008287,1.17117005422708e-16,TRUE,53,79,12,GO:CC,protein serine/threonine phosphatase complex,22090,505,GO:1903293,FALSE
GO:1903293,1.91522391145824e-16,TRUE,55,79,12,GO:CC,phosphatase complex,22090,3680,GO:1902494,FALSE
GO:0000407,2.47631425742558e-16,TRUE,39,79,11,GO:CC,phagophore assembly site,22090,69,GO:0005737|GO:0110165,TRUE
WP:WP4906,2.664055226931e-16,TRUE,71,65,15,WP,3q29 copy number variation syndrome,8625,837,WP:000000,FALSE
REAC:R-HSA-69618,4.9366647512799e-16,TRUE,109,52,15,REAC,Mitotic Spindle Checkpoint,10835,1414,REAC:R-HSA-69620,FALSE
REAC:R-HSA-9648025,1.14286026111886e-15,TRUE,115,52,15,REAC,EML4 and NUDC in mitotic spindle formation,10835,783,REAC:R-HSA-68877,FALSE
REAC:R-HSA-2500257,3.25806848014016e-15,TRUE,123,52,15,REAC,Resolution of Sister Chromatid Cohesion,10835,1978,REAC:R-HSA-68877,FALSE
WP:WP4863,3.93837087639131e-15,TRUE,19,65,10,WP,Host-pathogen interaction of human coronaviruses - autophagy,8625,504,WP:000000,FALSE
GO:0015630,5.02220961089465e-15,TRUE,1388,79,31,GO:CC,microtubule cytoskeleton,22090,710,GO:0005856,FALSE
GO:1903008,8.61832786877303e-15,TRUE,145,77,15,GO:BP,organelle disassembly,21010,23614,GO:0006996|GO:0022411,TRUE
REAC:R-HSA-5663220,1.5399955559751e-14,TRUE,136,52,15,REAC,RHO GTPases Activate Formins,10835,1765,REAC:R-HSA-195258,FALSE
GO:0007017,2.84590981972463e-14,TRUE,944,77,27,GO:BP,microtubule-based process,21010,2668,GO:0009987,TRUE
GO:0000422,2.93912693464947e-14,TRUE,93,77,13,GO:BP,autophagy of mitochondrion,21010,132,GO:0006914|GO:0061726,FALSE
GO:0061726,2.93912693464947e-14,TRUE,93,77,13,GO:BP,mitochondrion disassembly,21010,16421,GO:0007005|GO:1903008,FALSE
GO:0007018,7.23374309479256e-14,TRUE,422,77,20,GO:BP,microtubule-based movement,21010,2669,GO:0007017,FALSE
GO:0045505,8.39913410931691e-14,TRUE,37,79,10,GO:MF,dynein intermediate chain binding,20139,6158,GO:0005515,TRUE
REAC:R-HSA-68877,2.12894018597359e-13,TRUE,200,52,16,REAC,Mitotic Prometaphase,10835,1412,REAC:R-HSA-68886,FALSE
