term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
REAC:R-HSA-8853659,2.67435303679303e-13,TRUE,38,6,6,REAC,RET signaling,10835,1762,REAC:R-HSA-422475,FALSE
REAC:R-HSA-419037,8.89923859663044e-10,TRUE,42,6,5,REAC,NCAM1 interactions,10835,1439,REAC:R-HSA-375165,FALSE
REAC:R-HSA-375165,5.23054558829904e-09,TRUE,59,6,5,REAC,NCAM signaling for neurite out-growth,10835,1438,REAC:R-HSA-422475,FALSE
GO:0030116,9.86046596273833e-09,TRUE,4,6,3,GO:MF,glial cell-derived neurotrophic factor receptor binding,20139,3860,GO:0070851,TRUE
REAC:R-HSA-5673001,4.30174438533615e-08,TRUE,264,6,6,REAC,RAF/MAP kinase cascade,10835,1758,REAC:R-HSA-5684996,FALSE
REAC:R-HSA-5684996,4.8194756158402e-08,TRUE,269,6,6,REAC,MAPK1/MAPK3 signaling,10835,1293,REAC:R-HSA-5683057,FALSE
REAC:R-HSA-5683057,1.09369590082644e-07,TRUE,308,6,6,REAC,MAPK family signaling cascades,10835,1290,REAC:R-HSA-162582,FALSE
REAC:R-HSA-422475,3.58424995460204e-06,TRUE,549,6,6,REAC,Axon guidance,10835,188,REAC:R-HSA-9675108,FALSE
REAC:R-HSA-9675108,4.68765658416138e-06,TRUE,574,6,6,REAC,Nervous system development,10835,1506,REAC:R-HSA-1266738,FALSE
CORUM:6953,4.42918629006826e-05,TRUE,3,2,2,CORUM,ARTN-GFRA3-RET comples,3383,2482,CORUM:0000000,FALSE
GO:0016167,7.44486752366517e-05,TRUE,4,6,2,GO:MF,glial cell-derived neurotrophic factor receptor activity,20139,2730,GO:0004896,TRUE
GO:0030971,0.00017190734331777,TRUE,76,6,3,GO:MF,receptor tyrosine kinase binding,20139,4102,GO:0005102|GO:1990782,TRUE
REAC:R-HSA-1266738,0.000291457683980092,TRUE,1140,6,6,REAC,Developmental Biology,10835,707,REAC:0000000,FALSE
GO:1990782,0.000700665653831151,TRUE,121,6,3,GO:MF,protein tyrosine kinase binding,20139,11183,GO:0019901,FALSE
GO:0070851,0.00108665903486708,TRUE,140,6,3,GO:MF,growth factor receptor binding,20139,8799,GO:0005102,FALSE
GO:0008083,0.00168445519956201,TRUE,162,6,3,GO:MF,growth factor activity,20139,1544,GO:0048018,TRUE
GO:0035860,0.00218267140766739,TRUE,9,6,2,GO:BP,glial cell-derived neurotrophic factor receptor signaling pathway,21010,9740,GO:0007169,TRUE
GO:0007399,0.00260073740521099,TRUE,2513,6,6,GO:BP,nervous system development,21010,2951,GO:0048731,TRUE
GO:0009897,0.0252494806535217,TRUE,427,6,3,GO:CC,external side of plasma membrane,22090,656,GO:0005886|GO:0009986|GO:0098552,TRUE
REAC:R-HSA-162582,0.0364300593585703,TRUE,2546,6,6,REAC,Signal Transduction,10835,2105,REAC:0000000,FALSE
GO:0048731,0.0393666412959179,TRUE,3951,6,6,GO:BP,system development,21010,13640,GO:0007275|GO:0048856,FALSE
GO:0043235,0.0439507368158741,TRUE,515,6,3,GO:CC,receptor complex,22090,1890,GO:0032991,TRUE
