term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:1904602,5.55155657931012e-13,TRUE,5,5,4,GO:CC,serotonin-activated cation-selective channel complex,22090,3703,GO:0034703|GO:0098665|GO:0098878,TRUE
GO:0022850,7.32626191908746e-13,TRUE,5,5,4,GO:MF,serotonin-gated monoatomic cation-selective channel activity,20139,3809,GO:0022824|GO:0099094|GO:0099589,TRUE
GO:0098665,1.39878955322344e-11,TRUE,9,5,4,GO:CC,serotonin receptor complex,22090,3243,GO:0043235,FALSE
GO:0099589,2.56927008090968e-09,TRUE,27,5,4,GO:MF,serotonin receptor activity,20139,9306,GO:0004888,FALSE
GO:0007210,1.01626309873441e-08,TRUE,28,5,4,GO:BP,serotonin receptor signaling pathway,21010,2813,GO:0007165|GO:1903351,TRUE
GO:0098878,1.80917062109726e-08,TRUE,46,5,4,GO:CC,neurotransmitter receptor complex,22090,3304,GO:0098802,FALSE
GO:0022835,7.12946905090969e-08,TRUE,60,5,4,GO:MF,transmitter-gated channel activity,20139,3800,GO:0022834|GO:0030594,FALSE
GO:0022824,7.12946905090969e-08,TRUE,60,5,4,GO:MF,transmitter-gated monoatomic ion channel activity,20139,3794,GO:0005230|GO:0022835,FALSE
GO:0005230,1.68133526185837e-07,TRUE,74,5,4,GO:MF,extracellular ligand-gated monoatomic ion channel activity,20139,1369,GO:0015276,FALSE
GO:1903351,5.09776663354868e-07,TRUE,72,5,4,GO:BP,cellular response to dopamine,21010,23876,GO:0071870|GO:1903350,FALSE
GO:1903350,5.39308340367423e-07,TRUE,73,5,4,GO:BP,response to dopamine,21010,23875,GO:0071869,FALSE
GO:0030594,5.49515987947148e-07,TRUE,99,5,4,GO:MF,neurotransmitter receptor activity,20139,3990,GO:0038023,FALSE
KEGG:04742,5.88152676632886e-07,TRUE,85,4,4,KEGG,Taste transduction,8161,355,KEGG:00000,FALSE
GO:0099094,8.11788229464128e-07,TRUE,109,5,4,GO:MF,ligand-gated monoatomic cation channel activity,20139,9272,GO:0005261|GO:0015276,FALSE
GO:0071870,1.05168216506362e-06,TRUE,86,5,4,GO:BP,cellular response to catecholamine stimulus,21010,17773,GO:0071407|GO:0071868|GO:0071869|GO:1901701,FALSE
GO:0071868,1.05168216506362e-06,TRUE,86,5,4,GO:BP,cellular response to monoamine stimulus,21010,17771,GO:0071417|GO:0071867,FALSE
GO:0071867,1.20906697410169e-06,TRUE,89,5,4,GO:BP,response to monoamine,21010,17770,GO:0010243,FALSE
GO:0071869,1.20906697410169e-06,TRUE,89,5,4,GO:BP,response to catecholamine,21010,17772,GO:0014070|GO:0071867|GO:1901700,FALSE
KEGG:04726,1.80409792006808e-06,TRUE,112,4,4,KEGG,Serotonergic synapse,8161,350,KEGG:00000,FALSE
GO:0015276,2.64655331011245e-06,TRUE,146,5,4,GO:MF,ligand-gated monoatomic ion channel activity,20139,2458,GO:0022834|GO:0022839,FALSE
GO:0022834,2.72047406633793e-06,TRUE,147,5,4,GO:MF,ligand-gated channel activity,20139,3799,GO:0022836,FALSE
GO:0034703,8.1896558458395e-06,TRUE,207,5,4,GO:CC,cation channel complex,22090,1540,GO:0034702,FALSE
REAC:R-HSA-112314,1.7489932576493e-05,TRUE,196,4,4,REAC,Neurotransmitter receptors and postsynaptic signal transmission,10835,1516,REAC:R-HSA-112315,FALSE
GO:0098802,3.83172001697103e-05,TRUE,304,5,4,GO:CC,plasma membrane signaling receptor complex,22090,3270,GO:0043235|GO:0098797,FALSE
GO:0034702,4.25218375453503e-05,TRUE,312,5,4,GO:CC,monoatomic ion channel complex,22090,1539,GO:1902495,FALSE
GO:0098916,4.52305873480673e-05,TRUE,747,5,5,GO:BP,anterograde trans-synaptic signaling,21010,19849,GO:0099537,FALSE
