term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0036452,3.58484499626744e-63,TRUE,27,22,21,GO:CC,ESCRT complex,22090,1719,GO:0005768|GO:0032991,TRUE
GO:0036258,4.13490307468903e-59,TRUE,32,22,21,GO:BP,multivesicular body assembly,21010,9978,GO:0036257|GO:0070925,TRUE
GO:0036257,1.13704660627991e-58,TRUE,33,22,21,GO:BP,multivesicular body organization,21010,9977,GO:0007032,FALSE
GO:0045324,4.12541618869007e-57,TRUE,37,22,21,GO:BP,late endosome to vacuole transport,21010,11967,GO:0007034|GO:0016192,FALSE
GO:0043162,9.22109885443101e-57,TRUE,38,22,21,GO:BP,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,21010,11071,GO:0006511,FALSE
GO:0032509,8.62135897036198e-56,TRUE,41,22,21,GO:BP,endosome transport via multivesicular body sorting pathway,21010,7982,GO:0016197|GO:0071985,FALSE
GO:0090148,3.36986077899223e-55,TRUE,43,22,21,GO:BP,membrane fission,21010,18915,GO:0061024,FALSE
GO:0071985,1.2504815415978e-53,TRUE,49,22,21,GO:BP,multivesicular body sorting pathway,21010,17857,GO:0016192,FALSE
REAC:R-HSA-917729,2.76411698335022e-51,TRUE,31,21,20,REAC,Endosomal Sorting Complex Required For Transport (ESCRT),10835,807,REAC:R-HSA-199991,FALSE
GO:0007032,2.500009672113e-46,TRUE,96,22,21,GO:BP,endosome organization,21010,2680,GO:0010256|GO:0016050,FALSE
GO:0032511,4.36693975212313e-45,TRUE,27,22,17,GO:BP,late endosome to vacuole transport via multivesicular body sorting pathway,21010,7984,GO:0032509|GO:0045324,FALSE
GO:0007034,1.04100012015599e-40,TRUE,169,22,21,GO:BP,vacuolar transport,21010,2682,GO:0046907,FALSE
GO:0043328,1.71349889601453e-39,TRUE,16,22,14,GO:BP,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,21010,11146,GO:0006886|GO:0032511|GO:0043162|GO:0072666,FALSE
GO:0046755,4.19213107786262e-38,TRUE,26,22,15,GO:BP,viral budding,21010,12980,GO:0016032|GO:0019068,TRUE
GO:0016197,5.45213919683859e-37,TRUE,249,22,21,GO:BP,endosomal transport,21010,5256,GO:0016192|GO:0046907,FALSE
GO:0039702,1.16397615782006e-35,TRUE,23,22,14,GO:BP,viral budding via host ESCRT complex,21010,10370,GO:0046755,FALSE
GO:0019068,1.75734423616835e-35,TRUE,35,22,15,GO:BP,virion assembly,21010,5809,GO:0016032|GO:0019058,FALSE
REAC:R-HSA-162588,2.50070108572178e-34,TRUE,28,21,15,REAC,Budding and maturation of HIV virion,10835,248,REAC:R-HSA-162599,FALSE
GO:0031902,1.83189629279711e-33,TRUE,162,22,18,GO:CC,late endosome membrane,22090,1200,GO:0005770|GO:0010008,FALSE
GO:0016050,1.84894874717931e-33,TRUE,362,22,21,GO:BP,vesicle organization,21010,5168,GO:0006996,FALSE
REAC:R-HSA-9615710,1.23570401804084e-32,TRUE,34,21,15,REAC,Late endosomal microautophagy,10835,1252,REAC:R-HSA-9612973,FALSE
REAC:R-HSA-9610379,2.09637241607121e-31,TRUE,113,21,18,REAC,HCMV Late Events,10835,1039,REAC:R-HSA-9609646,FALSE
GO:0010008,5.7734098536401e-31,TRUE,551,22,21,GO:CC,endosome membrane,22090,667,GO:0005768|GO:0030659|GO:0098588,FALSE
GO:0016236,5.43692249731261e-29,TRUE,324,22,19,GO:BP,macroautophagy,21010,5266,GO:0006914,FALSE
GO:0010256,8.76109306823822e-29,TRUE,598,22,21,GO:BP,endomembrane system organization,21010,4091,GO:0016043,FALSE
REAC:R-HSA-9609646,1.48844898738673e-28,TRUE,159,21,18,REAC,HCMV Infection,10835,1038,REAC:R-HSA-9824446,FALSE
GO:0005770,2.52293071826431e-28,TRUE,305,22,18,GO:CC,late endosome,22090,338,GO:0005768,FALSE
KEGG:04144,3.24483246337405e-28,TRUE,250,21,20,KEGG,Endocytosis,8161,275,KEGG:00000,FALSE
GO:0072666,8.55858140757625e-28,TRUE,65,22,14,GO:BP,establishment of protein localization to vacuole,21010,18322,GO:0072594|GO:0072665,FALSE
GO:0005768,1.07417051916545e-27,TRUE,1047,22,22,GO:CC,endosome,22090,336,GO:0012505|GO:0031410,FALSE
GO:0006511,2.22114483353024e-27,TRUE,696,22,21,GO:BP,ubiquitin-dependent protein catabolic process,21010,2272,GO:0019941,FALSE
GO:0019941,3.00864401823915e-27,TRUE,706,22,21,GO:BP,modification-dependent protein catabolic process,21010,6376,GO:0043632|GO:0051603,FALSE
GO:0043632,4.05771272429308e-27,TRUE,716,22,21,GO:BP,modification-dependent macromolecule catabolic process,21010,11331,GO:0009057,FALSE
GO:0070925,5.85950413078218e-27,TRUE,973,22,22,GO:BP,organelle assembly,21010,17178,GO:0006996|GO:0022607,FALSE
GO:0072665,4.42336657824583e-26,TRUE,84,22,14,GO:BP,protein localization to vacuole,21010,18321,GO:0033365,FALSE
