term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0005940,4.67726624634379e-39,TRUE,14,13,12,GO:CC,septin ring,22090,463,GO:0005856|GO:0005938|GO:0032156,TRUE
GO:0031105,4.67726624634379e-39,TRUE,14,13,12,GO:CC,septin complex,22090,1056,GO:0005938|GO:0032156|GO:0032991,FALSE
GO:0032156,9.3537502048732e-38,TRUE,16,13,12,GO:CC,septin cytoskeleton,22090,1260,GO:0005856,FALSE
GO:0032153,7.87735194503106e-28,TRUE,72,13,12,GO:CC,cell division site,22090,1258,GO:0110165,TRUE
GO:0061640,1.0775905980637e-23,TRUE,119,13,12,GO:BP,cytoskeleton-dependent cytokinesis,21010,16382,GO:0000910,TRUE
GO:0000910,3.43780652353009e-21,TRUE,189,13,12,GO:BP,cytokinesis,21010,249,GO:0022402|GO:0051301,FALSE
GO:0005938,7.86805169284384e-20,TRUE,314,13,12,GO:CC,cell cortex,22090,462,GO:0005737|GO:0071944,FALSE
GO:0003924,1.07926393261316e-18,TRUE,336,13,12,GO:MF,GTPase activity,20139,448,GO:0017111,TRUE
GO:0005525,7.04379643966473e-18,TRUE,392,13,12,GO:MF,GTP binding,20139,1504,GO:0032561|GO:0035639,TRUE
GO:0019001,1.32781981934491e-17,TRUE,413,13,12,GO:MF,guanyl nucleotide binding,20139,3601,GO:0017076,FALSE
GO:0032561,1.32781981934491e-17,TRUE,413,13,12,GO:MF,guanyl ribonucleotide binding,20139,4487,GO:0019001|GO:0032555,FALSE
GO:0060090,1.15189617624699e-15,TRUE,597,13,12,GO:MF,molecular adaptor activity,20139,8448,GO:0003674,TRUE
GO:0017111,8.57468521852965e-15,TRUE,705,13,12,GO:MF,ribonucleoside triphosphate phosphatase activity,20139,3163,GO:0016462,FALSE
CORUM:1345,9.17622113856918e-15,TRUE,5,5,5,CORUM,Septin complex,3383,737,CORUM:0000000,FALSE
GO:0051301,1.42973585762839e-14,TRUE,660,13,12,GO:BP,cell division,21010,14313,GO:0009987,FALSE
GO:0016462,2.36884717389247e-14,TRUE,767,13,12,GO:MF,pyrophosphatase activity,20139,2820,GO:0016818,FALSE
GO:0016817,2.40633359804468e-14,TRUE,768,13,12,GO:MF,"hydrolase activity, acting on acid anhydrides",20139,3014,GO:0016787,FALSE
