KEid_source	KEEnsembl_target	KEid	KEtitle	Ensembl
https://identifiers.org/aop.events/1046	ENSG00000091831	https://identifiers.org/aop.events/1046	Suppression, Estrogen receptor (ER) activity	ENSG00000091831
https://identifiers.org/aop.events/1046	ENSG00000140009	https://identifiers.org/aop.events/1046	Suppression, Estrogen receptor (ER) activity	ENSG00000140009
https://identifiers.org/aop.events/1193	ENSG00000149311	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	ENSG00000149311
https://identifiers.org/aop.events/1193	ENSG00000139687	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	ENSG00000139687
https://identifiers.org/aop.events/1193	ENSG00000141510	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	ENSG00000141510
https://identifiers.org/aop.events/1202	ENSG00000170345	https://identifiers.org/aop.events/1202	Suppression, IL-2 and IL-4 production	ENSG00000170345
https://identifiers.org/aop.events/1202	ENSG00000015475	https://identifiers.org/aop.events/1202	Suppression, IL-2 and IL-4 production	ENSG00000015475
https://identifiers.org/aop.events/1202	ENSG00000177606	https://identifiers.org/aop.events/1202	Suppression, IL-2 and IL-4 production	ENSG00000177606
https://identifiers.org/aop.events/1262	ENSG00000116478	https://identifiers.org/aop.events/1262	Apoptosis	ENSG00000116478
https://identifiers.org/aop.events/1262	ENSG00000109320	https://identifiers.org/aop.events/1262	Apoptosis	ENSG00000109320
https://identifiers.org/aop.events/1262	ENSG00000141510	https://identifiers.org/aop.events/1262	Apoptosis	ENSG00000141510
https://identifiers.org/aop.events/1394	ENSG00000170345	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000170345
https://identifiers.org/aop.events/1394	ENSG00000110092	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000110092
https://identifiers.org/aop.events/1394	ENSG00000177606	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000177606
https://identifiers.org/aop.events/1394	ENSG00000148737	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000148737
https://identifiers.org/aop.events/1394	ENSG00000168036	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000168036
https://identifiers.org/aop.events/1394	ENSG00000136997	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000136997
https://identifiers.org/aop.events/1394	ENSG00000109320	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000109320
https://identifiers.org/aop.events/1394	ENSG00000139687	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000139687
https://identifiers.org/aop.events/1394	ENSG00000103126	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000103126
https://identifiers.org/aop.events/1394	ENSG00000134982	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000134982
https://identifiers.org/aop.events/1394	ENSG00000107643	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000107643
https://identifiers.org/aop.events/1394	ENSG00000100644	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000100644
https://identifiers.org/aop.events/1496	ENSG00000170345	https://identifiers.org/aop.events/1496	Increased, secretion of proinflammatory mediators	ENSG00000170345
https://identifiers.org/aop.events/1496	ENSG00000177606	https://identifiers.org/aop.events/1496	Increased, secretion of proinflammatory mediators	ENSG00000177606
https://identifiers.org/aop.events/1502	ENSG00000094631	https://identifiers.org/aop.events/1502	Histone deacetylase inhibition	ENSG00000094631
https://identifiers.org/aop.events/1502	ENSG00000048052	https://identifiers.org/aop.events/1502	Histone deacetylase inhibition	ENSG00000048052
https://identifiers.org/aop.events/1513	ENSG00000141510	https://identifiers.org/aop.events/1513	General Apoptosis	ENSG00000141510
https://identifiers.org/aop.events/1513	ENSG00000107643	https://identifiers.org/aop.events/1513	General Apoptosis	ENSG00000107643
https://identifiers.org/aop.events/1513	ENSG00000171791	https://identifiers.org/aop.events/1513	General Apoptosis	ENSG00000171791
https://identifiers.org/aop.events/1515	ENSG00000049541	https://identifiers.org/aop.events/1515	Spermatocyte depletion	ENSG00000049541
https://identifiers.org/aop.events/1515	ENSG00000118971	https://identifiers.org/aop.events/1515	Spermatocyte depletion	ENSG00000118971
https://identifiers.org/aop.events/1515	ENSG00000171791	https://identifiers.org/aop.events/1515	Spermatocyte depletion	ENSG00000171791
https://identifiers.org/aop.events/155	ENSG00000073050	https://identifiers.org/aop.events/155	Inadequate DNA repair	ENSG00000073050
https://identifiers.org/aop.events/155	ENSG00000152422	https://identifiers.org/aop.events/155	Inadequate DNA repair	ENSG00000152422
https://identifiers.org/aop.events/155	ENSG00000141510	https://identifiers.org/aop.events/155	Inadequate DNA repair	ENSG00000141510
https://identifiers.org/aop.events/1647	ENSG00000082701	https://identifiers.org/aop.events/1647	GSK3beta inactivation	ENSG00000082701
https://identifiers.org/aop.events/1647	ENSG00000137154	https://identifiers.org/aop.events/1647	GSK3beta inactivation	ENSG00000137154
https://identifiers.org/aop.events/167	ENSG00000049541	https://identifiers.org/aop.events/167	Activation, LXR	ENSG00000049541
https://identifiers.org/aop.events/167	ENSG00000186951	https://identifiers.org/aop.events/167	Activation, LXR	ENSG00000186951
https://identifiers.org/aop.events/1854	ENSG00000112062	https://identifiers.org/aop.events/1854	Dysregulation, ACE2 expression and activity	ENSG00000112062
https://identifiers.org/aop.events/1854	ENSG00000096717	https://identifiers.org/aop.events/1854	Dysregulation, ACE2 expression and activity	ENSG00000096717
https://identifiers.org/aop.events/1974	ENSG00000149311	https://identifiers.org/aop.events/1974	Activation of Tumor Protein 53	ENSG00000149311
https://identifiers.org/aop.events/1974	ENSG00000141510	https://identifiers.org/aop.events/1974	Activation of Tumor Protein 53	ENSG00000141510
