term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0070779,2.35992028589517e-05,TRUE,5,2,2,GO:BP,D-aspartate import across plasma membrane,21010,17095,GO:0015810|GO:0070777|GO:0089718,FALSE
GO:0070777,2.35992028589517e-05,TRUE,5,2,2,GO:BP,D-aspartate transport,21010,17093,GO:0015740|GO:0042940,TRUE
GO:0015501,2.46573137629023e-05,TRUE,5,2,2,GO:MF,glutamate:sodium symporter activity,20139,2595,GO:0005283|GO:0042887,TRUE
GO:0005314,2.46573137629023e-05,TRUE,5,2,2,GO:MF,high-affinity L-glutamate transmembrane transporter activity,20139,1414,GO:0005313|GO:0015501,FALSE
REAC:R-HSA-210455,2.76287842503994e-05,TRUE,4,2,2,REAC,Astrocytic Glutamate-Glutamine Uptake And Metabolism,10835,177,REAC:R-HSA-112313,FALSE
REAC:R-HSA-112313,2.76287842503994e-05,TRUE,4,2,2,REAC,Neurotransmitter uptake and metabolism In glial cells,10835,1518,REAC:R-HSA-112315,FALSE
GO:0140009,3.53988042884275e-05,TRUE,6,2,2,GO:BP,L-aspartate import across plasma membrane,21010,20551,GO:0070778|GO:0089718,FALSE
GO:0042940,4.95583260037986e-05,TRUE,7,2,2,GO:BP,D-amino acid transport,21010,10958,GO:0006865,FALSE
GO:0071314,6.60777680050646e-05,TRUE,8,2,2,GO:BP,cellular response to cocaine,21010,17380,GO:0042220|GO:0071312|GO:0071407|GO:1901701|GO:1902075,TRUE
GO:0070778,0.000129795615724234,TRUE,11,2,2,GO:BP,L-aspartate transmembrane transport,21010,17094,GO:0015810|GO:1902475,FALSE
GO:0005313,0.000192327047350638,TRUE,13,2,2,GO:MF,L-glutamate transmembrane transporter activity,20139,1413,GO:0015172|GO:0015179|GO:0042887|GO:1901702,FALSE
GO:0098712,0.000320949158881743,TRUE,17,2,2,GO:BP,L-glutamate import across plasma membrane,21010,19735,GO:0015813|GO:0089718,FALSE
GO:0015172,0.000335339467175471,TRUE,17,2,2,GO:MF,acidic amino acid transmembrane transporter activity,20139,2390,GO:0015171,FALSE
GO:0015810,0.000403546368888074,TRUE,19,2,2,GO:BP,aspartate transmembrane transport,21010,5008,GO:0003333|GO:0015740,FALSE
GO:0005283,0.000569583947923043,TRUE,22,2,2,GO:MF,amino acid:sodium symporter activity,20139,1396,GO:0005343|GO:0005416,FALSE
GO:0015740,0.000828332020349203,TRUE,27,2,2,GO:BP,C4-dicarboxylate transport,21010,4944,GO:0006835,FALSE
GO:0005416,0.000932046460237706,TRUE,28,2,2,GO:MF,amino acid:monoatomic cation symporter activity,20139,1463,GO:0015171|GO:0015294,FALSE
GO:0015813,0.000958127636073439,TRUE,29,2,2,GO:BP,L-glutamate transmembrane transport,21010,5011,GO:0051938|GO:1902475,FALSE
REAC:R-HSA-210500,0.00116501373589184,TRUE,23,2,2,REAC,Glutamate Neurotransmitter Release Cycle,10835,1008,REAC:R-HSA-112310,FALSE
GO:0070633,0.00132391528038719,TRUE,34,2,2,GO:BP,transepithelial transport,21010,17025,GO:0006810,TRUE
GO:0051938,0.00148674978011396,TRUE,36,2,2,GO:BP,L-glutamate import,21010,14705,GO:0006835|GO:0015800|GO:0015807|GO:0042886,FALSE
GO:0071312,0.00148674978011396,TRUE,36,2,2,GO:BP,cellular response to alkaloid,21010,17378,GO:0043279|GO:0071417,FALSE
GO:0005343,0.00155341076706285,TRUE,36,2,2,GO:MF,organic acid:sodium symporter activity,20139,1429,GO:0005342|GO:0015370,FALSE
KEGG:04721,0.00230073036444084,TRUE,78,2,2,KEGG,Synaptic vesicle cycle,8161,345,KEGG:00000,FALSE
GO:0001504,0.00233632108303622,TRUE,45,2,2,GO:BP,neurotransmitter uptake,21010,330,GO:0001505|GO:0006836|GO:0098657,TRUE
GO:0042887,0.00244107406252733,TRUE,45,2,2,GO:MF,amide transmembrane transporter activity,20139,5690,GO:0022857,FALSE
GO:0015175,0.00255203197446039,TRUE,46,2,2,GO:MF,neutral L-amino acid transmembrane transporter activity,20139,2393,GO:0015171,FALSE
GO:0042220,0.00266199008248975,TRUE,48,2,2,GO:BP,response to cocaine,21010,10547,GO:0014070|GO:0043279|GO:1901700|GO:1902074,FALSE
