term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
WP:WP5402,1.68639433630172e-09,TRUE,64,5,5,WP,10q22q23 copy number variation,8625,94,WP:000000,FALSE
GO:0035082,3.007119973272e-07,TRUE,98,4,4,GO:BP,axoneme assembly,21010,9222,GO:0001578|GO:0022607|GO:0060271,TRUE
HP:0033036,5.89528198790663e-07,TRUE,27,4,4,HP,Decreased nasal nitric oxide,4962,13023,HP:0002795,FALSE
GO:0001578,8.60328027001682e-07,TRUE,127,4,4,GO:BP,microtubule bundle formation,21010,371,GO:0000226,FALSE
HP:0012265,1.20794495888959e-06,TRUE,32,4,4,HP,Ciliary dyskinesia,4962,8659,HP:0012262,FALSE
HP:0012262,1.55783246422312e-06,TRUE,34,4,4,HP,Abnormal ciliary motility,4962,8656,HP:0012261,FALSE
HP:0012261,1.97869849286405e-06,TRUE,36,4,4,HP,Abnormal respiratory motile cilium physiology,4962,8655,HP:0002795,FALSE
GO:0097729,3.70673382065599e-06,TRUE,170,5,4,GO:CC,9+2 motile cilium,22090,3149,GO:0031514,TRUE
HP:0011617,7.11720094854532e-06,TRUE,49,4,4,HP,Pulmonary situs ambiguus,4962,8019,HP:0011615,FALSE
HP:0025177,7.11720094854532e-06,TRUE,49,4,4,HP,Peribronchovascular interstitial thickening,4962,9623,HP:0006530,FALSE
HP:0032543,7.11720094854532e-06,TRUE,49,4,4,HP,Lithoptysis,4962,12539,HP:0032016,FALSE
HP:0011615,7.11720094854532e-06,TRUE,49,4,4,HP,Abnormal pulmonary situs morphology,4962,8017,HP:4000059,FALSE
HP:0011539,7.73608798754927e-06,TRUE,50,4,4,HP,Atrial situs ambiguous,4962,7943,HP:0011535,FALSE
GO:0001535,9.02822495384753e-06,TRUE,2,5,2,GO:CC,radial spoke head,22090,146,GO:0001534|GO:0032991,FALSE
HP:0025576,9.8363871687109e-06,TRUE,53,4,4,HP,Abnormal inferior vena cava morphology,4962,9990,HP:0005345,FALSE
HP:0011535,1.06232981422078e-05,TRUE,54,4,4,HP,Abnormal atrial arrangement,4962,7939,HP:0005120|HP:0011534,FALSE
HP:0001742,1.63803181320391e-05,TRUE,60,4,4,HP,Nasal congestion,4962,1269,HP:0000366,FALSE
HP:0002257,1.63803181320391e-05,TRUE,60,4,4,HP,Chronic rhinitis,4962,1664,HP:0012384,FALSE
HP:0011274,1.7529814141305e-05,TRUE,61,4,4,HP,Recurrent mycobacterial infections,4962,7684,HP:0002718,FALSE
GO:0031514,1.83421081260401e-05,TRUE,253,5,4,GO:CC,motile cilium,22090,1154,GO:0005929,FALSE
GO:0062177,1.83691092523732e-05,TRUE,2,4,2,GO:BP,radial spoke assembly,21010,16649,GO:0035082|GO:0065003,FALSE
HP:0030828,2.00091917112616e-05,TRUE,63,4,4,HP,Wheezing,4962,10918,HP:0030829,FALSE
HP:0001748,2.27426878466798e-05,TRUE,65,4,4,HP,Polysplenia,4962,1274,HP:0009799,FALSE
HP:0031245,2.5747098222739e-05,TRUE,67,4,4,HP,Productive cough,4962,11308,HP:0012735,FALSE
HP:0005425,2.90397559762238e-05,TRUE,69,4,4,HP,Recurrent sinopulmonary infections,4962,3676,HP:0002205,FALSE
HP:0011109,2.90397559762238e-05,TRUE,69,4,4,HP,Chronic sinusitis,4962,7525,HP:0000246,FALSE
HP:0100582,4.54583346563212e-05,TRUE,77,4,4,HP,Nasal polyposis,4962,16086,HP:0000433,FALSE
HP:0012263,4.75696853917508e-05,TRUE,13,4,3,HP,Immotile cilia,4962,8657,HP:0012262,FALSE
HP:0005301,5.04710375049099e-05,TRUE,79,4,4,HP,Persistent left superior vena cava,4962,3598,HP:0025575,FALSE
HP:0100750,5.31274078999053e-05,TRUE,80,4,4,HP,Atelectasis,4962,16235,HP:0031983,FALSE
HP:0010772,5.31274078999053e-05,TRUE,80,4,4,HP,Anomalous pulmonary venous return,4962,7202,HP:0030968,FALSE
HP:0000433,5.58872732453549e-05,TRUE,81,4,4,HP,Abnormal nasal mucosa morphology,4962,332,HP:0005105,FALSE
HP:0025575,5.58872732453549e-05,TRUE,81,4,4,HP,Abnormal superior vena cava morphology,4962,9989,HP:0005345,FALSE
HP:0008222,5.58872732453549e-05,TRUE,81,4,4,HP,Female infertility,4962,5203,HP:0000789|HP:0000868,FALSE
HP:0001669,6.48145441079651e-05,TRUE,84,4,4,HP,Transposition of the great arteries,4962,1215,HP:0011563|HP:0011603,FALSE
GO:0060271,6.82272165157303e-05,TRUE,376,4,4,GO:BP,cilium assembly,21010,15220,GO:0044782|GO:0070925|GO:0120031,FALSE
HP:0030968,7.13330800104222e-05,TRUE,86,4,4,HP,Abnormal pulmonary vein morphology,4962,11048,HP:0011718|HP:0030962,FALSE
HP:0011718,7.13330800104222e-05,TRUE,86,4,4,HP,Abnormality of the pulmonary veins,4962,8120,HP:0004930,FALSE
HP:0005345,7.13330800104222e-05,TRUE,86,4,4,HP,Abnormal vena cava morphology,4962,3633,HP:0002624|HP:0030962,FALSE
HP:0012384,7.83313339873483e-05,TRUE,88,4,4,HP,Rhinitis,4962,8773,HP:0000366,FALSE
WP:WP4803,8.47798347197957e-05,TRUE,183,5,4,WP,Ciliopathies,8625,755,WP:000000,FALSE
HP:0001746,8.97785943624982e-05,TRUE,91,4,4,HP,Asplenia,4962,1272,HP:0010451,FALSE
