term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
KEGG:00512,2.28638777371081e-13,TRUE,36,6,6,KEGG,Mucin type O-glycan biosynthesis,8161,65,KEGG:00000,FALSE
GO:0016757,1.00789961646453e-09,TRUE,274,6,6,GO:MF,glycosyltransferase activity,20139,2968,GO:0016740,TRUE
GO:0006486,1.36565278741974e-09,TRUE,228,6,6,GO:BP,protein glycosylation,21010,2255,GO:0009101|GO:0036211|GO:0043413,TRUE
GO:0043413,1.36565278741974e-09,TRUE,228,6,6,GO:BP,macromolecule glycosylation,21010,11191,GO:0043412|GO:0070085,FALSE
GO:0070085,2.06050372413513e-09,TRUE,244,6,6,GO:BP,glycosylation,21010,16698,GO:0008152,FALSE
GO:0009101,9.67379698332986e-09,TRUE,315,6,6,GO:BP,glycoprotein biosynthetic process,21010,3329,GO:0009059|GO:0009100|GO:1901137|GO:1901566,FALSE
GO:0006493,1.17834917647107e-08,TRUE,100,6,5,GO:BP,protein O-linked glycosylation,21010,2261,GO:0006486,FALSE
GO:0009100,3.6270661480542e-08,TRUE,392,6,6,GO:BP,glycoprotein metabolic process,21010,3328,GO:0019538|GO:1901135,FALSE
GO:0016266,2.03031583444994e-07,TRUE,43,6,4,GO:BP,O-glycan processing,21010,5282,GO:0006493,FALSE
GO:1901137,8.54704154351274e-07,TRUE,662,6,6,GO:BP,carbohydrate derivative biosynthetic process,21010,22082,GO:1901135|GO:1901576,FALSE
REAC:R-HSA-913709,9.30575880254804e-07,TRUE,62,5,4,REAC,O-linked glycosylation of mucins,10835,1554,REAC:R-HSA-5173105,FALSE
GO:0140103,3.78864876168334e-06,TRUE,22,6,3,GO:MF,"catalytic activity, acting on a glycoprotein",20139,10511,GO:0140096,FALSE
REAC:R-HSA-5173105,8.90933393551474e-06,TRUE,108,5,4,REAC,O-linked glycosylation,10835,1553,REAC:R-HSA-597592,FALSE
GO:1901135,1.4040674708585e-05,TRUE,1054,6,6,GO:BP,carbohydrate derivative metabolic process,21010,22080,GO:0071704,FALSE
GO:0016758,2.20138575710406e-05,TRUE,197,6,4,GO:MF,hexosyltransferase activity,20139,2969,GO:0016757,FALSE
GO:0000139,2.26757234943332e-05,TRUE,646,6,5,GO:CC,Golgi membrane,22090,18,GO:0005794|GO:0098588,TRUE
GO:1901566,0.000369521708038603,TRUE,1816,6,6,GO:BP,organonitrogen compound biosynthetic process,21010,22439,GO:1901564|GO:1901576,FALSE
GO:0016740,0.000425519083851099,TRUE,2354,6,6,GO:MF,transferase activity,20139,2952,GO:0003824,FALSE
GO:0008194,0.0012075195139234,TRUE,145,6,3,GO:MF,UDP-glycosyltransferase activity,20139,1607,GO:0016757,FALSE
