term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0038202,4.22920811204409e-39,TRUE,61,16,16,GO:BP,TORC1 signaling,21010,10245,GO:0031929,TRUE
REAC:R-HSA-9639288,5.52024182173515e-36,TRUE,55,16,16,REAC,Amino acids regulate mTORC1,10835,137,REAC:R-HSA-9711097,FALSE
GO:0032006,2.6893028635665e-34,TRUE,114,16,16,GO:BP,regulation of TOR signaling,21010,7665,GO:0031929|GO:1902531,FALSE
GO:0031929,4.81041143188232e-33,TRUE,135,16,16,GO:BP,TOR signaling,21010,7640,GO:0035556,FALSE
REAC:R-HSA-9711097,5.480439831782e-28,TRUE,157,16,16,REAC,Cellular response to starvation,10835,328,REAC:R-HSA-2262752,FALSE
GO:1903432,2.66258943615074e-26,TRUE,51,16,12,GO:BP,regulation of TORC1 signaling,21010,23945,GO:0032006|GO:0038202,FALSE
GO:0034198,1.58963231236012e-23,TRUE,48,16,11,GO:BP,cellular response to amino acid starvation,21010,8883,GO:0009267|GO:1990928,FALSE
GO:1990928,3.34841966751592e-23,TRUE,51,16,11,GO:BP,response to amino acid starvation,21010,26398,GO:0042594,FALSE
KEGG:04150,1.40380555269999e-21,TRUE,155,13,13,KEGG,mTOR signaling pathway,8161,278,KEGG:00000,FALSE
GO:0098852,1.18202639556979e-20,TRUE,424,16,14,GO:CC,lytic vacuole membrane,22090,3292,GO:0000323|GO:0005774,TRUE
GO:0005765,1.18202639556979e-20,TRUE,424,16,14,GO:CC,lysosomal membrane,22090,333,GO:0005764|GO:0098852,FALSE
GO:1904262,1.51418309049148e-20,TRUE,25,16,9,GO:BP,negative regulation of TORC1 signaling,21010,24643,GO:0032007|GO:0038202|GO:1903432,FALSE
GO:0032008,3.88439688935144e-20,TRUE,52,16,10,GO:BP,positive regulation of TOR signaling,21010,7667,GO:0031929|GO:0032006|GO:1902533,FALSE
GO:0005774,4.78901354328085e-20,TRUE,468,16,14,GO:CC,vacuolar membrane,22090,341,GO:0005773|GO:0098588,FALSE
GO:0035859,1.97644979986586e-17,TRUE,15,16,7,GO:CC,Seh1-associated complex,22090,1653,GO:0032991,TRUE
GO:0000323,3.37643187756422e-17,TRUE,745,16,14,GO:CC,lytic vacuole,22090,53,GO:0005773,FALSE
GO:0005764,3.37643187756422e-17,TRUE,745,16,14,GO:CC,lysosome,22090,332,GO:0000323,FALSE
GO:0009267,4.51582757884263e-17,TRUE,171,16,11,GO:BP,cellular response to starvation,21010,3488,GO:0031669|GO:0033554|GO:0042594,FALSE
GO:0032007,5.56300043928602e-17,TRUE,56,16,9,GO:BP,negative regulation of TOR signaling,21010,7666,GO:0031929|GO:0032006|GO:1902532,FALSE
REAC:R-HSA-2262752,1.48621670180733e-16,TRUE,782,16,16,REAC,Cellular responses to stress,10835,330,REAC:R-HSA-8953897,FALSE
GO:0005773,1.76242600059005e-16,TRUE,838,16,14,GO:CC,vacuole,22090,340,GO:0005737|GO:0043231,FALSE
REAC:R-HSA-8953897,1.97957006934125e-16,TRUE,796,16,16,REAC,Cellular responses to stimuli,10835,329,REAC:0000000,FALSE
GO:0042594,4.56471757836438e-16,TRUE,210,16,11,GO:BP,response to starvation,21010,10757,GO:0006950|GO:0031667,FALSE
GO:0031669,1.85560884696539e-15,TRUE,238,16,11,GO:BP,cellular response to nutrient levels,21010,7624,GO:0031667|GO:0031668,FALSE
GO:1902531,4.14906381637607e-15,TRUE,1691,16,16,GO:BP,regulation of intracellular signal transduction,21010,23244,GO:0009966|GO:0035556,FALSE
GO:0031668,6.70193033400575e-15,TRUE,267,16,11,GO:BP,cellular response to extracellular stimulus,21010,7623,GO:0007154|GO:0009991|GO:0051716|GO:0071496,FALSE
GO:0071496,7.56479737916599e-14,TRUE,332,16,11,GO:BP,cellular response to external stimulus,21010,17540,GO:0009605,FALSE
GO:0071986,8.19086947473287e-14,TRUE,6,16,5,GO:CC,Ragulator complex,22090,2803,GO:0005774|GO:0032045|GO:0098796,FALSE
GO:1990130,8.19086947473287e-14,TRUE,6,16,5,GO:CC,GATOR1 complex,22090,3790,GO:0032991|GO:0035859,FALSE
