term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0005892,1.91364515155957e-16,TRUE,16,8,6,GO:CC,acetylcholine-gated channel complex,22090,428,GO:0034702|GO:0098802,TRUE
GO:0022848,7.34042062925847e-16,TRUE,18,8,6,GO:MF,acetylcholine-gated monoatomic cation-selective channel activity,20139,3807,GO:0005231|GO:0099094|GO:1904315,TRUE
GO:0015464,2.14511306757423e-15,TRUE,21,8,6,GO:MF,acetylcholine receptor activity,20139,2573,GO:0004888|GO:0098960,FALSE
GO:0005231,3.57891578277092e-14,TRUE,32,8,6,GO:MF,excitatory extracellular ligand-gated monoatomic ion channel activity,20139,1370,GO:0005230,FALSE
GO:0042166,1.22636695667575e-13,TRUE,11,8,5,GO:MF,acetylcholine binding,20139,5609,GO:0042165|GO:0043169|GO:0050997,TRUE
GO:0007271,1.87332643404704e-13,TRUE,31,8,6,GO:BP,"synaptic transmission, cholinergic",21010,2850,GO:0007268,TRUE
GO:0035095,2.24813129090565e-13,TRUE,9,8,5,GO:BP,behavioral response to nicotine,21010,9228,GO:0030534|GO:0035094,TRUE
GO:1904315,5.5147697946019e-13,TRUE,49,8,6,GO:MF,transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential,20139,11026,GO:0022824|GO:0099529,FALSE
GO:0099529,7.10114338962434e-13,TRUE,51,8,6,GO:MF,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,20139,9297,GO:0098960,FALSE
GO:0042165,1.64136470098504e-12,TRUE,17,8,5,GO:MF,neurotransmitter binding,20139,5608,GO:0005488,FALSE
REAC:R-HSA-629594,1.8387887842233e-12,TRUE,11,7,5,REAC,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,10835,1073,REAC:R-HSA-622327,FALSE
GO:0022835,1.97250636435031e-12,TRUE,60,8,6,GO:MF,transmitter-gated channel activity,20139,3800,GO:0022834|GO:0030594,FALSE
GO:0022824,1.97250636435031e-12,TRUE,60,8,6,GO:MF,transmitter-gated monoatomic ion channel activity,20139,3794,GO:0005230|GO:0022835,FALSE
GO:0098960,3.57798500593449e-12,TRUE,66,8,6,GO:MF,postsynaptic neurotransmitter receptor activity,20139,9266,GO:0030594,FALSE
GO:0005230,7.29012708894507e-12,TRUE,74,8,6,GO:MF,extracellular ligand-gated monoatomic ion channel activity,20139,1369,GO:0015276,FALSE
REAC:R-HSA-181431,7.96440466305012e-12,TRUE,14,7,5,REAC,Acetylcholine binding and downstream events,10835,51,REAC:R-HSA-112314,FALSE
REAC:R-HSA-622327,7.96440466305012e-12,TRUE,14,7,5,REAC,Postsynaptic nicotinic acetylcholine receptors,10835,1698,REAC:R-HSA-181431,FALSE
GO:0030594,4.40018183745859e-11,TRUE,99,8,6,GO:MF,neurotransmitter receptor activity,20139,3990,GO:0038023,FALSE
GO:0099094,7.94522397006502e-11,TRUE,109,8,6,GO:MF,ligand-gated monoatomic cation channel activity,20139,9272,GO:0005261|GO:0015276,FALSE
