term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0005787,6.94352061870085e-14,TRUE,5,4,4,GO:CC,signal peptidase complex,22090,352,GO:0005789|GO:0098796|GO:0140534|GO:1905368,TRUE
GO:0006465,5.95217087515219e-11,TRUE,13,4,4,GO:BP,signal peptide processing,21010,2241,GO:0006518|GO:0016485,TRUE
REAC:R-HSA-400511,2.09727653155436e-10,TRUE,13,4,4,REAC,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",10835,2304,REAC:R-HSA-400508,FALSE
REAC:R-HSA-422085,8.9757569042746e-10,TRUE,18,4,4,REAC,"Synthesis, secretion, and deacylation of Ghrelin",10835,2302,REAC:R-HSA-2980736,FALSE
REAC:R-HSA-381771,1.75555245333606e-09,TRUE,21,4,4,REAC,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",10835,2303,REAC:R-HSA-400508,FALSE
KEGG:03060,2.57217035467182e-09,TRUE,23,4,4,KEGG,Protein export,8161,217,KEGG:00000,FALSE
REAC:R-HSA-400508,3.11687558381772e-09,TRUE,24,4,4,REAC,"Incretin synthesis, secretion, and inactivation",10835,1128,REAC:R-HSA-2980736,FALSE
WP:WP5408,4.95873715659309e-08,TRUE,45,4,4,WP,15q25 copy number variation,8625,569,WP:000000,FALSE
GO:1905368,1.34584524272125e-07,TRUE,125,4,4,GO:CC,peptidase complex,22090,3717,GO:1902494,FALSE
GO:0140534,1.38997131625309e-07,TRUE,126,4,4,GO:CC,endoplasmic reticulum protein-containing complex,22090,3567,GO:0005783|GO:0032991,FALSE
REAC:R-HSA-2980736,6.84002541421861e-07,TRUE,88,4,4,REAC,Peptide hormone metabolism,10835,1644,REAC:R-HSA-392499,FALSE
REAC:R-HSA-1799339,1.88864591535389e-06,TRUE,113,4,4,REAC,SRP-dependent cotranslational protein targeting to membrane,10835,2050,REAC:R-HSA-72766,FALSE
GO:0016485,1.3014910778745e-05,TRUE,249,4,4,GO:BP,protein processing,21010,5322,GO:0006508|GO:0051604,FALSE
REAC:R-HSA-72766,8.70382388253055e-05,TRUE,292,4,4,REAC,Translation,10835,2447,REAC:R-HSA-392499,FALSE
GO:0051604,0.000298227884619071,TRUE,543,4,4,GO:BP,protein maturation,21010,14517,GO:0010467|GO:0019538,FALSE
GO:0005789,0.00113519575212024,TRUE,1185,4,4,GO:CC,endoplasmic reticulum membrane,22090,354,GO:0031090|GO:0042175|GO:0098827,FALSE
GO:0098827,0.00115839187195048,TRUE,1191,4,4,GO:CC,endoplasmic reticulum subcompartment,22090,3276,GO:0005783|GO:0031984,FALSE
GO:0042175,0.00122604678410036,TRUE,1208,4,4,GO:CC,nuclear outer membrane-endoplasmic reticulum membrane network,22090,1781,GO:0012505|GO:0016020,FALSE
GO:0098796,0.0019534215754673,TRUE,1357,4,4,GO:CC,membrane protein complex,22090,3265,GO:0016020|GO:0032991,FALSE
GO:0006518,0.00238383722796064,TRUE,912,4,4,GO:BP,peptide metabolic process,21010,2277,GO:0043603|GO:1901564,FALSE
GO:0031984,0.00295673044280102,TRUE,1505,4,4,GO:CC,organelle subcompartment,22090,1233,GO:0043227|GO:0043229|GO:0110165,FALSE
GO:0045047,0.00525263509768892,TRUE,264,4,3,GO:BP,protein targeting to ER,21010,11851,GO:0006605|GO:0072599,TRUE
GO:0072599,0.00549517271941416,TRUE,268,4,3,GO:BP,establishment of protein localization to endoplasmic reticulum,21010,18299,GO:0070972|GO:0072594,FALSE
GO:1902494,0.00580216546698297,TRUE,1781,4,4,GO:CC,catalytic complex,22090,3631,GO:0032991,FALSE
GO:0043603,0.00739850518505365,TRUE,1210,4,4,GO:BP,amide metabolic process,21010,11311,GO:0006807,FALSE
GO:0070972,0.00747944967250343,TRUE,297,4,3,GO:BP,protein localization to endoplasmic reticulum,21010,17214,GO:0033365,FALSE
GO:0019082,0.00852592219320019,TRUE,31,4,2,GO:BP,viral protein processing,21010,5821,GO:0016032|GO:0019080,TRUE
GO:0005783,0.0100113595965828,TRUE,2041,4,4,GO:CC,endoplasmic reticulum,22090,348,GO:0005737|GO:0012505|GO:0043231,FALSE
GO:0006508,0.0336236153698805,TRUE,1766,4,4,GO:BP,proteolysis,21010,2270,GO:0019538,FALSE
GO:0006605,0.0485809045560991,TRUE,555,4,3,GO:BP,protein targeting,21010,2360,GO:0006886,FALSE
