"AOid","AOPid","AOPtitle","AOtitle","Ensembl","HGNC","index","KEid","KEtitle","name","selected","shared name"
,,,,,,"164436","https://identifiers.org/aop.events/209","Peptide Oxidation","https://identifiers.org/aop.events/209","false","https://identifiers.org/aop.events/209"
,,,,,,"164439","https://identifiers.org/aop.events/55","Cell injury/death","https://identifiers.org/aop.events/55","false","https://identifiers.org/aop.events/55"
,,,,,,"164442","https://identifiers.org/aop.events/188","Neuroinflammation","https://identifiers.org/aop.events/188","false","https://identifiers.org/aop.events/188"
,,,,,,"164445","https://identifiers.org/aop.events/381","Reduced levels of BDNF","https://identifiers.org/aop.events/381","false","https://identifiers.org/aop.events/381"
,,,,,,"164448","https://identifiers.org/aop.events/202","Inhibition, Nuclear factor kappa B (NF-kB)","https://identifiers.org/aop.events/202","false","https://identifiers.org/aop.events/202"
,,,,,,"164451","https://identifiers.org/aop.events/898","Disruption, Lysosome","https://identifiers.org/aop.events/898","false","https://identifiers.org/aop.events/898"
,,,,,,"164454","https://identifiers.org/aop.events/1493","Increased Pro-inflammatory mediators","https://identifiers.org/aop.events/1493","false","https://identifiers.org/aop.events/1493"
,,,,,,"164457","https://identifiers.org/aop.events/941","Activation, EGFR","https://identifiers.org/aop.events/941","false","https://identifiers.org/aop.events/941"
,,,,,,"164460","https://identifiers.org/aop.events/962","Increase, Mucin production","https://identifiers.org/aop.events/962","false","https://identifiers.org/aop.events/962"
,,,,,,"164463","https://identifiers.org/aop.events/960","Increased, Uptake of thyroxine into tissue","https://identifiers.org/aop.events/960","false","https://identifiers.org/aop.events/960"
,,,,,,"164466","https://identifiers.org/aop.events/984","Impairment, T-cell dependent antibody response","https://identifiers.org/aop.events/984","false","https://identifiers.org/aop.events/984"
,,,,,,"164469","https://identifiers.org/aop.events/981","Reduction, NFAT/AP-1 complex formation","https://identifiers.org/aop.events/981","false","https://identifiers.org/aop.events/981"
,,,,,,"164472","https://identifiers.org/aop.events/1202","Suppression, IL-2 and IL-4 production","https://identifiers.org/aop.events/1202","false","https://identifiers.org/aop.events/1202"
,,,,,,"164475","https://identifiers.org/aop.events/1488","Glutamate dyshomeostasis","https://identifiers.org/aop.events/1488","false","https://identifiers.org/aop.events/1488"
,,,,,,"164478","https://identifiers.org/aop.events/1492","Tissue resident cell activation","https://identifiers.org/aop.events/1492","false","https://identifiers.org/aop.events/1492"
,,,,,,"164481","https://identifiers.org/aop.events/1499","Increased, activation of T (T) helper (h) type 2 cells","https://identifiers.org/aop.events/1499","false","https://identifiers.org/aop.events/1499"
,,,,,,"164484","https://identifiers.org/aop.events/1496","Increased, secretion of proinflammatory mediators","https://identifiers.org/aop.events/1496","false","https://identifiers.org/aop.events/1496"
,,,,,,"164487","https://identifiers.org/aop.events/1193","N/A, Breast Cancer","https://identifiers.org/aop.events/1193","false","https://identifiers.org/aop.events/1193"
,,,,,,"164490","https://identifiers.org/aop.events/1262","Apoptosis","https://identifiers.org/aop.events/1262","false","https://identifiers.org/aop.events/1262"
,,,,,,"164493","https://identifiers.org/aop.events/1457","Induction, Epithelial Mesenchymal Transition","https://identifiers.org/aop.events/1457","false","https://identifiers.org/aop.events/1457"
,,,,,,"164496","https://identifiers.org/aop.events/1394","Induction, persistent proliferation/sustained proliferation","https://identifiers.org/aop.events/1394","false","https://identifiers.org/aop.events/1394"
,,,,,,"164499","https://identifiers.org/aop.events/1439","Systemic acute phase response","https://identifiers.org/aop.events/1439","false","https://identifiers.org/aop.events/1439"
,,,,,,"164502","https://identifiers.org/aop.events/1513","General Apoptosis","https://identifiers.org/aop.events/1513","false","https://identifiers.org/aop.events/1513"
,,,,,,"164505","https://identifiers.org/aop.events/87","Release, Cytokine","https://identifiers.org/aop.events/87","false","https://identifiers.org/aop.events/87"
,,,,,,"164508","https://identifiers.org/aop.events/1700","Impaired IL-1R1 signaling in T cell","https://identifiers.org/aop.events/1700","false","https://identifiers.org/aop.events/1700"
,,,,,,"164511","https://identifiers.org/aop.events/1825","Increase, Cell death","https://identifiers.org/aop.events/1825","false","https://identifiers.org/aop.events/1825"
,,,,,,"164514","https://identifiers.org/aop.events/1822","Maturation of TNF/iNOS-Producing Dendritic Cells","https://identifiers.org/aop.events/1822","false","https://identifiers.org/aop.events/1822"
,,,,,,"164517","https://identifiers.org/aop.events/1718","Suppression of IL-4 production","https://identifiers.org/aop.events/1718","false","https://identifiers.org/aop.events/1718"
,,,,,,"164520","https://identifiers.org/aop.events/1854","Dysregulation, ACE2 expression and activity","https://identifiers.org/aop.events/1854","false","https://identifiers.org/aop.events/1854"
,,,,,,"164523","https://identifiers.org/aop.events/1848","Toll Like Receptor (TLR) Dysregulation","https://identifiers.org/aop.events/1848","false","https://identifiers.org/aop.events/1848"
,,,,,,"164526","https://identifiers.org/aop.events/264","Activation, SREBP-1c","https://identifiers.org/aop.events/264","false","https://identifiers.org/aop.events/264"
,,,,,,"164529","https://identifiers.org/aop.events/89","Synthesis, De Novo FA","https://identifiers.org/aop.events/89","false","https://identifiers.org/aop.events/89"
,,,,,,"164532","https://identifiers.org/aop.events/167","Activation, LXR","https://identifiers.org/aop.events/167","false","https://identifiers.org/aop.events/167"
,,,,,,"164535","https://identifiers.org/aop.events/398","Activation, Dendritic Cells","https://identifiers.org/aop.events/398","false","https://identifiers.org/aop.events/398"
,,,,,,"164538","https://identifiers.org/aop.events/854","Alterations, Cellular proliferation / hyperplasia","https://identifiers.org/aop.events/854","false","https://identifiers.org/aop.events/854"
,,,,,,"164541","https://identifiers.org/aop.events/1980","Increased microRNA expression","https://identifiers.org/aop.events/1980","false","https://identifiers.org/aop.events/1980"
,,,,,,"164544","https://identifiers.org/aop.events/1981","Decreased SIRT1 expression","https://identifiers.org/aop.events/1981","false","https://identifiers.org/aop.events/1981"
,,,,,,"164547","https://identifiers.org/aop.events/1982","metastatic breast cancer","https://identifiers.org/aop.events/1982","false","https://identifiers.org/aop.events/1982"
,,,,,,"164550","https://identifiers.org/aop.events/2040","Decrease, GLI1/2 target gene expression","https://identifiers.org/aop.events/2040","false","https://identifiers.org/aop.events/2040"
,,,,,,"164553","https://identifiers.org/aop.events/2043","Decrease, Sonic Hedgehog second messenger production","https://identifiers.org/aop.events/2043","false","https://identifiers.org/aop.events/2043"
,,,,,,"164556","https://identifiers.org/aop.events/2180","Immune mechanisms antagonized by viral proteins","https://identifiers.org/aop.events/2180","false","https://identifiers.org/aop.events/2180"
,,,,,,"164559","https://identifiers.org/aop.events/851","Decrease of GABAergic interneurons","https://identifiers.org/aop.events/851","false","https://identifiers.org/aop.events/851"
"https://identifiers.org/aop.events/1016",,,"Inhibition, Feeding",,,"164562",,,"https://identifiers.org/aop.events/1016","false","https://identifiers.org/aop.events/1016"
,"https://identifiers.org/aop/471","Various neuronal effects induced by elavl3, sox10, and mbp",,,,"164565",,,"https://identifiers.org/aop/471","false","https://identifiers.org/aop/471"
"https://identifiers.org/aop.events/1090",,,"Increased, mesotheliomas",,,"164568",,,"https://identifiers.org/aop.events/1090","false","https://identifiers.org/aop.events/1090"
,"https://identifiers.org/aop/409","Frustrated phagocytosis leads to malignant mesothelioma",,,,"164571",,,"https://identifiers.org/aop/409","false","https://identifiers.org/aop/409"
"https://identifiers.org/aop.events/1192",,,"Increased, Ductal Hyperplasia",,,"164574",,,"https://identifiers.org/aop.events/1192","false","https://identifiers.org/aop.events/1192"
,"https://identifiers.org/aop/294","Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer",,,,"164577",,,"https://identifiers.org/aop/294","false","https://identifiers.org/aop/294"
,"https://identifiers.org/aop/293","Increased DNA damage leading to increased risk of breast cancer",,,,"164580",,,"https://identifiers.org/aop/293","false","https://identifiers.org/aop/293"
"https://identifiers.org/aop.events/1193",,,"N/A, Breast Cancer",,,"164583",,,"https://identifiers.org/aop.events/1193","false","https://identifiers.org/aop.events/1193"
,"https://identifiers.org/aop/200","Estrogen receptor activation leading to breast cancer",,,,"164586",,,"https://identifiers.org/aop/200","false","https://identifiers.org/aop/200"
,"https://identifiers.org/aop/439","Activation of the AhR leading to breast cancer",,,,"164589",,,"https://identifiers.org/aop/439","false","https://identifiers.org/aop/439"
