term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
REAC:R-HSA-193634,1.3215019912375e-13,TRUE,9,6,5,REAC,Axonal growth inhibition (RHOA activation),10835,189,REAC:R-HSA-193697,FALSE
REAC:R-HSA-193697,2.64280054928672e-13,TRUE,10,6,5,REAC,p75NTR regulates axonogenesis,10835,2602,REAC:R-HSA-193704,FALSE
HPA:0091023,9.25817724843524e-12,TRUE,114,8,7,HPA,cerebellum; processes in granular layer[High],11006,160,HPA:0091022,FALSE
WP:WP4304,2.39892406732885e-11,TRUE,30,10,6,WP,"Oligodendrocyte specification and differentiation, leading to myelin components for CNS",8625,78,WP:000000,FALSE
HPA:0091022,2.05926370539038e-10,TRUE,176,8,7,HPA,cerebellum; processes in granular layer[≥Medium],11006,159,HPA:0091021,FALSE
HPA:0091021,5.87263002395023e-10,TRUE,204,8,7,HPA,cerebellum; processes in granular layer[≥Low],11006,158,HPA:0090000,FALSE
WP:WP2276,7.05700103077288e-09,TRUE,8,10,4,WP,Glial cell differentiation,8625,413,WP:000000,FALSE
WP:WP5406,1.64649652251234e-08,TRUE,33,10,5,WP,13q12.12 copy number variation,8625,815,WP:000000,FALSE
CORUM:2736,2.60683481712726e-08,TRUE,3,4,3,CORUM,TROY-NGR-LINGO1 complex,3383,1163,CORUM:0000000,FALSE
CORUM:827,2.60683481712726e-08,TRUE,3,4,3,CORUM,TROY-NGR-LINGO1 complex,3383,470,CORUM:0000000,FALSE
HPA:0091042,4.92892326788199e-08,TRUE,178,8,6,HPA,cerebellum; processes in white matter[≥Medium],11006,165,HPA:0091041,FALSE
REAC:R-HSA-193704,6.71338799979025e-08,TRUE,97,6,5,REAC,p75 NTR receptor-mediated signalling,10835,2599,REAC:R-HSA-73887,FALSE
HPA:0091041,1.19284765280469e-07,TRUE,206,8,6,HPA,cerebellum; processes in white matter[≥Low],11006,164,HPA:0090000,FALSE
HPA:0091043,3.20414618707253e-07,TRUE,99,8,5,HPA,cerebellum; processes in white matter[High],11006,166,HPA:0091042,FALSE
GO:0043209,3.45093407137673e-07,TRUE,45,10,4,GO:CC,myelin sheath,22090,1876,GO:0110165,TRUE
REAC:R-HSA-73887,6.7836751122175e-07,TRUE,153,6,5,REAC,Death Receptor Signaling,10835,438,REAC:R-HSA-162582,FALSE
GO:0021762,2.92218319036823e-06,TRUE,46,9,4,GO:BP,substantia nigra development,21010,6646,GO:0030901|GO:0048857,TRUE
WP:WP2431,1.06866484740674e-05,TRUE,116,10,5,WP,Spinal cord injury,8625,602,WP:000000,FALSE
HPA:0091052,1.19951999255679e-05,TRUE,71,8,4,HPA,cerebellum; synaptic glomeruli - capsule[≥Medium],11006,171,HPA:0091051,FALSE
GO:0048857,1.54130021118578e-05,TRUE,69,9,4,GO:BP,neural nucleus development,21010,13753,GO:0048856,FALSE
GO:0007417,2.64851022834917e-05,TRUE,1035,9,7,GO:BP,central nervous system development,21010,2965,GO:0007399|GO:0048731,FALSE
HPA:0091051,3.28027776892631e-05,TRUE,91,8,4,HPA,cerebellum; synaptic glomeruli - capsule[≥Low],11006,170,HPA:0090000,FALSE
GO:0030901,5.18173714665535e-05,TRUE,93,9,4,GO:BP,midbrain development,21010,7274,GO:0007420|GO:0048856,FALSE
HPA:0091053,7.14651497658189e-05,TRUE,26,8,3,HPA,cerebellum; synaptic glomeruli - capsule[High],11006,172,HPA:0091052,FALSE
GO:1905576,0.000118429029673377,TRUE,3,10,2,GO:MF,ganglioside GT1b binding,20139,11063,GO:0031406|GO:0035594,TRUE
CORUM:1793,0.000132153491054266,TRUE,3,4,2,CORUM,LINGO1-RTN4R-NGFR complex,3383,833,CORUM:0000000,FALSE
