term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0006970,0.000132683400376201,TRUE,78,4,3,GO:BP,response to osmotic stress,21010,2639,GO:0006950|GO:0009628,TRUE
GO:0007231,0.000183656118316894,TRUE,5,4,2,GO:BP,osmosensory signaling pathway,21010,2831,GO:0035556|GO:0071470,FALSE
GO:0010818,0.00643733140979819,TRUE,27,4,2,GO:BP,T cell chemotaxis,21010,4509,GO:0048247|GO:0072678,TRUE
GO:0006884,0.0102841525599919,TRUE,34,4,2,GO:BP,cell volume homeostasis,21010,2580,GO:0008361|GO:0019725,TRUE
GO:0035633,0.0128839969447844,TRUE,38,4,2,GO:BP,maintenance of blood-brain barrier,21010,9573,GO:0001894,TRUE
GO:0071470,0.0215376866157106,TRUE,49,4,2,GO:BP,cellular response to osmotic stress,21010,17514,GO:0006970|GO:0062197|GO:0071214,FALSE
GO:0048247,0.0357361281006012,TRUE,63,4,2,GO:BP,lymphocyte chemotaxis,21010,13254,GO:0030595|GO:0072676,FALSE
GO:0072678,0.0467431065636852,TRUE,72,4,2,GO:BP,T cell migration,21010,18332,GO:0072676,FALSE
HP:0500239,0.0498840694227146,TRUE,1,1,1,HP,Increased CSF albumin concentration,4962,17070,HP:0500238,FALSE
CORUM:1121,0.0499316934433554,TRUE,2,1,1,CORUM,WNK1-OSR1 complex,3383,615,CORUM:0000000,FALSE
