term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0031463,5.04452430172618e-59,TRUE,39,30,23,GO:CC,Cul3-RING ubiquitin ligase complex,22090,1124,GO:0031461,TRUE
GO:0031461,2.45734128971869e-40,TRUE,188,30,23,GO:CC,cullin-RING ubiquitin ligase complex,22090,1122,GO:0000151,FALSE
GO:0000151,3.4900721216954e-37,TRUE,320,30,24,GO:CC,ubiquitin ligase complex,22090,23,GO:0140535|GO:1990234,FALSE
GO:0016567,3.51114510504885e-28,TRUE,792,30,25,GO:BP,protein ubiquitination,21010,5343,GO:0032446,TRUE
GO:0032446,3.95697266857008e-27,TRUE,872,30,25,GO:BP,protein modification by small protein conjugation,21010,7932,GO:0070647,FALSE
GO:1990234,2.57034428864768e-26,TRUE,892,30,24,GO:CC,transferase complex,22090,3832,GO:1902494,FALSE
GO:0140535,1.19974755171714e-25,TRUE,951,30,24,GO:CC,intracellular protein-containing complex,22090,3568,GO:0032991,FALSE
GO:0070647,1.9745781162473e-25,TRUE,1019,30,25,GO:BP,protein modification by small protein conjugation or removal,21010,17034,GO:0043687,FALSE
GO:0043687,5.45211493614501e-23,TRUE,1276,30,25,GO:BP,post-translational protein modification,21010,11358,GO:0036211,FALSE
REAC:R-HSA-8951664,4.33473143519675e-22,TRUE,244,22,17,REAC,Neddylation,10835,1482,REAC:R-HSA-597592,FALSE
GO:1902494,3.78691459080813e-19,TRUE,1781,30,24,GO:CC,catalytic complex,22090,3631,GO:0032991,FALSE
GO:0051603,2.57167824830054e-15,TRUE,807,30,18,GO:BP,proteolysis involved in protein catabolic process,21010,14516,GO:0006508|GO:0030163,FALSE
GO:0006511,7.68155606039406e-15,TRUE,696,30,17,GO:BP,ubiquitin-dependent protein catabolic process,21010,2272,GO:0019941,FALSE
GO:0019941,9.75832238838966e-15,TRUE,706,30,17,GO:BP,modification-dependent protein catabolic process,21010,6376,GO:0043632|GO:0051603,FALSE
GO:0043632,1.23533342408397e-14,TRUE,716,30,17,GO:BP,modification-dependent macromolecule catabolic process,21010,11331,GO:0009057,FALSE
REAC:R-HSA-983168,1.41178762172405e-14,TRUE,308,22,14,REAC,Antigen processing: Ubiquitination & Proteasome degradation,10835,149,REAC:R-HSA-983169,FALSE
