term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0004791,5.17803589020949e-05,TRUE,7,2,2,GO:MF,thioredoxin-disulfide reductase (NADP) activity,20139,1068,GO:0016209|GO:0016668,TRUE
KEGG:00450,9.19372773003332e-05,TRUE,16,2,2,KEGG,Selenocompound metabolism,8161,58,KEGG:00000,FALSE
GO:0016668,0.000162738270835155,TRUE,12,2,2,GO:MF,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",20139,2900,GO:0016667,FALSE
WP:WP408,0.000574851720707363,TRUE,32,2,2,WP,Oxidative stress response,8625,279,WP:000000,FALSE
GO:0045454,0.00203189136615574,TRUE,42,2,2,GO:BP,cell redox homeostasis,21010,11998,GO:0019725,TRUE
REAC:R-HSA-3299685,0.00290102234629194,TRUE,36,2,2,REAC,Detoxification of Reactive Oxygen Species,10835,705,REAC:R-HSA-9711123,FALSE
GO:0016667,0.00352846159947132,TRUE,54,2,2,GO:MF,"oxidoreductase activity, acting on a sulfur group of donors",20139,2899,GO:0016491,FALSE
WP:WP15,0.00423605451448672,TRUE,86,2,2,WP,Selenium micronutrient network,8625,258,WP:000000,FALSE
GO:0016209,0.00818869390065986,TRUE,82,2,2,GO:MF,antioxidant activity,20139,2741,GO:0003674,FALSE
GO:0050660,0.00965580406955254,TRUE,89,2,2,GO:MF,flavin adenine dinucleotide binding,20139,7941,GO:0000166|GO:0043168,TRUE
GO:0098869,0.0100957389830595,TRUE,93,2,2,GO:BP,cellular oxidant detoxification,21010,19820,GO:1990748,TRUE
KEGG:05225,0.0104923417719005,TRUE,166,2,2,KEGG,Hepatocellular carcinoma,8161,469,KEGG:00000,FALSE
GO:1990748,0.0149335755691446,TRUE,113,2,2,GO:BP,cellular detoxification,21010,26328,GO:0009987|GO:0097237|GO:0098754,FALSE
GO:0097237,0.0174185716301922,TRUE,122,2,2,GO:BP,cellular response to toxic substance,21010,19434,GO:0009636|GO:0070887,FALSE
GO:0098754,0.0185843722514245,TRUE,126,2,2,GO:BP,detoxification,21010,19766,GO:0008150|GO:0009636,FALSE
WP:WP5413,0.0485668575730687,TRUE,290,2,2,WP,IL-24 Signaling pathway,8625,143,WP:000000,FALSE
GO:0050137,0.0496548984557088,TRUE,1,2,1,GO:MF,NADPH peroxidase activity,20139,7466,GO:0004601,TRUE
REAC:R-HSA-5263617,0.0498883747614555,TRUE,1,2,1,REAC,Metabolism of ingested MeSeO2H into MeSeH,10835,1359,REAC:R-HSA-2408522,FALSE
