term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0005369,7.39719412887069e-06,TRUE,3,2,2,GO:MF,taurine:sodium symporter activity,20139,1451,GO:0005343|GO:0005368,TRUE
GO:0051936,1.41595217153711e-05,TRUE,4,2,2,GO:BP,gamma-aminobutyric acid reuptake,21010,14703,GO:0015812|GO:0051933,TRUE
GO:0005368,1.47943882577414e-05,TRUE,4,2,2,GO:MF,taurine transmembrane transporter activity,20139,1450,GO:0042959,FALSE
GO:0042959,1.47943882577414e-05,TRUE,4,2,2,GO:MF,alkanesulfonate transmembrane transporter activity,20139,5720,GO:0005342|GO:0008514|GO:0042910|GO:1901682,FALSE
GO:0005332,2.46573137629023e-05,TRUE,5,2,2,GO:MF,gamma-aminobutyric acid:sodium:chloride symporter activity,20139,1422,GO:0005283|GO:0015185|GO:0015378|GO:0140161,FALSE
REAC:R-HSA-888593,2.76287842503994e-05,TRUE,4,2,2,REAC,Reuptake of GABA,10835,1991,REAC:R-HSA-888590,FALSE
GO:0015734,4.95583260037986e-05,TRUE,7,2,2,GO:BP,taurine transport,21010,4938,GO:0042918|GO:0071705,TRUE
GO:0042918,4.95583260037986e-05,TRUE,7,2,2,GO:BP,alkanesulfonate transport,21010,10948,GO:0015711|GO:0015849|GO:0072348,FALSE
GO:0015185,5.17803589020949e-05,TRUE,7,2,2,GO:MF,gamma-aminobutyric acid transmembrane transporter activity,20139,2399,GO:0008028|GO:0015171,FALSE
GO:0051933,0.000106196412865283,TRUE,10,2,2,GO:BP,amino acid neurotransmitter reuptake,21010,14700,GO:0006865|GO:0098810,FALSE
GO:0140161,0.000192327047350638,TRUE,13,2,2,GO:MF,monocarboxylate:sodium symporter activity,20139,10520,GO:0005343|GO:0015355,FALSE
GO:0015378,0.000258901794510474,TRUE,15,2,2,GO:MF,sodium:chloride symporter activity,20139,2516,GO:0015373|GO:0015377,FALSE
GO:0015355,0.000335339467175471,TRUE,17,2,2,GO:MF,secondary active monocarboxylate transmembrane transporter activity,20139,2501,GO:0008028|GO:0015291,FALSE
GO:0015373,0.000335339467175471,TRUE,17,2,2,GO:MF,monoatomic anion:sodium symporter activity,20139,2512,GO:0015296|GO:0015370,FALSE
