term_id,p_values,significant,term_size,query_sizes,intersection_sizes,source,term_name,effective_domain_size,source_order,parents,highlighted
GO:0000930,4.18764835987683e-30,TRUE,18,28,12,GO:CC,gamma-tubulin complex,22090,123,GO:0005815|GO:0032991,TRUE
GO:0005813,6.61949816687635e-29,TRUE,647,28,23,GO:CC,centrosome,22090,366,GO:0005815,TRUE
GO:0005815,4.23808624990023e-26,TRUE,855,28,23,GO:CC,microtubule organizing center,22090,368,GO:0015630|GO:0110165,FALSE
REAC:R-HSA-5620912,4.24694482069149e-24,TRUE,97,28,16,REAC,Anchoring of the basal body to the plasma membrane,10835,142,REAC:R-HSA-5617833,FALSE
REAC:R-HSA-380287,3.66744424603218e-23,TRUE,81,28,15,REAC,Centrosome maturation,10835,331,REAC:R-HSA-69275,FALSE
REAC:R-HSA-380270,3.66744424603218e-23,TRUE,81,28,15,REAC,Recruitment of mitotic centrosome proteins and complexes,10835,1867,REAC:R-HSA-380287,FALSE
REAC:R-HSA-380320,4.89218611985213e-22,TRUE,95,28,15,REAC,Recruitment of NuMA to mitotic centrosomes,10835,1866,REAC:R-HSA-68877,FALSE
GO:0035869,2.78727444860108e-21,TRUE,71,28,12,GO:CC,ciliary transition zone,22090,1658,GO:0005929|GO:0110165,TRUE
GO:0015630,2.91203841679694e-21,TRUE,1388,28,23,GO:CC,microtubule cytoskeleton,22090,710,GO:0005856,FALSE
GO:0005856,5.24324985669801e-21,TRUE,2407,28,26,GO:CC,cytoskeleton,22090,401,GO:0043232,FALSE
WP:WP4656,3.80112435703431e-20,TRUE,76,22,13,WP,Joubert syndrome,8625,103,WP:000000,FALSE
REAC:R-HSA-5617833,9.56629121911547e-19,TRUE,202,28,16,REAC,Cilium Assembly,10835,350,REAC:R-HSA-1852241,FALSE
GO:0007020,1.15832285982531e-18,TRUE,39,26,10,GO:BP,microtubule nucleation,21010,2671,GO:0000226|GO:0046785,TRUE
GO:0070925,2.92635603355004e-17,TRUE,973,26,19,GO:BP,organelle assembly,21010,17178,GO:0006996|GO:0022607,TRUE
REAC:R-HSA-69275,4.22069201268012e-17,TRUE,196,28,15,REAC,G2/M Transition,10835,961,REAC:R-HSA-453274,FALSE
REAC:R-HSA-453274,4.93172444163626e-17,TRUE,198,28,15,REAC,Mitotic G2-G2/M phases,10835,1409,REAC:R-HSA-69278,FALSE
REAC:R-HSA-68877,5.75305277895437e-17,TRUE,200,28,15,REAC,Mitotic Prometaphase,10835,1412,REAC:R-HSA-68886,FALSE
REAC:R-HSA-1852241,4.27092114027574e-16,TRUE,294,28,16,REAC,Organelle biogenesis and maintenance,10835,1566,REAC:0000000,FALSE
GO:0036038,8.31304086070045e-16,TRUE,13,28,7,GO:CC,MKS complex,22090,1679,GO:0032991|GO:0035869,FALSE
WP:WP4940,1.07789925911143e-15,TRUE,9,22,7,WP,15q11.2 copy number variation syndrome,8625,698,WP:000000,FALSE
GO:0000226,4.2655442193284e-15,TRUE,655,26,16,GO:BP,microtubule cytoskeleton organization,21010,65,GO:0007010|GO:0007017,FALSE
GO:0005814,6.17355908398162e-15,TRUE,156,28,11,GO:CC,centriole,22090,367,GO:0005815|GO:0043232,FALSE
GO:0046785,7.94879969492894e-15,TRUE,88,26,10,GO:BP,microtubule polymerization,21010,12997,GO:0031109|GO:0051258|GO:0097435,FALSE
GO:0005929,1.08869850579356e-14,TRUE,747,28,16,GO:CC,cilium,22090,455,GO:0043227|GO:0120025,FALSE
GO:0000931,1.36610159812549e-14,TRUE,8,28,6,GO:CC,gamma-tubulin ring complex,22090,124,GO:0000930,FALSE
GO:0043015,1.68057227228494e-14,TRUE,33,27,8,GO:MF,gamma-tubulin binding,20139,5734,GO:0015631,TRUE
